gene_id	colors
HAP1	grey
HAPLN1	blue
HAPLN2	grey
HAS1	green
HAS2	grey
HAS3	grey
HASPIN	grey
HAUS5	brown
HAUS6	turquoise
HAUS8	grey
HAVCR2	grey
HAX1	turquoise
HBEGF	green
HBM	turquoise
HBS1L	turquoise
HBZ	turquoise
HCAR2	blue
HCFC1R1	turquoise
HCK	blue
HCLS1	blue
HCN2	turquoise
HCN3	grey
HCRTR1	grey
HCST	blue
HDAC10	yellow
HDAC11	grey
HDAC7	red
HDAC9	black
HDC	blue
HDDC2	black
HDDC3	red
HDGFL3	black
HDHD5	yellow
HEATR3	brown
HEATR9	grey
HEBP1	turquoise
HECTD2	grey
HECTD4	turquoise
HECW2	blue
HEG1	brown
HELLS	turquoise
HELQ	turquoise
HELZ2	yellow
HEMGN	turquoise
HEMK1	yellow
HEPACAM2	turquoise
HEPH	blue
HERC4	turquoise
HERC5	green
HERC6	green
HERPUD2	turquoise
HES1	grey
HES2	grey
HES4	yellow
HES5	grey
HES6	red
HEXA	blue
HEXD	yellow
HEXIM2	grey
HEY2	grey
HFE	red
HFM1	turquoise
HGF	blue
HGH1	yellow
HGSNAT	blue
HHAT	grey
HIBADH	turquoise
HIBCH	turquoise
HIC1	blue
HID1	grey
HIF1A	blue
HIGD1A	blue
HIGD1C	grey
HIGD2A	turquoise
HILPDA	blue
HINT2	grey
HINT3	turquoise
HIP1R	yellow
HIPK1	turquoise
HIPK2	blue
HIPK3	blue
HIVEP3	green
HJV	grey
HK2	grey
HK3	green
HLCS	brown
HLF	red
HLX	blue
HMBS	turquoise
HMCES	blue
HMGA2	grey
HMGB2	blue
HMGB3	grey
HMGCL	turquoise
HMGCLL1	grey
HMGCS1	green
HMGN3	grey
HMGN4	grey
HMGN5	grey
HMMR	turquoise
HMOX1	blue
HNF1B	grey
HNMT	grey
HNRNPH2	blue
HOMER1	grey
HOMER2	grey
HOMER3	green
HOOK1	grey
HOPX	grey
HORMAD1	grey
HORMAD2	turquoise
HOXA1	grey
HOXA10	purple
HOXA2	grey
HOXA3	grey
HOXA5	grey
HOXA6	grey
HOXA9	grey
HOXB3	grey
HOXB4	grey
HOXB6	grey
HOXB7	grey
HOXB8	grey
HOXB9	grey
HOXC4	turquoise
HOXC5	grey
HOXC6	grey
HOXC8	brown
HOXC9	grey
HOXD4	grey
HOXD8	grey
HPCA	blue
HPCAL1	blue
HPCAL4	grey
HPD	grey
HPDL	grey
HPN	blue
HPS1	grey
HPS6	yellow
HPSE	pink
HR	grey
HRAS	brown
HRH2	blue
HRH3	turquoise
HRH4	grey
HROB	grey
HS1BP3	yellow
HS3ST1	brown
HS3ST3B1	blue
HS3ST6	grey
HS6ST2	grey
HS6ST3	purple
HSBP1L1	blue
HSCB	turquoise
HSD11B2	blue
HSD17B1	grey
HSD17B11	grey
HSD17B3	blue
HSD17B4	turquoise
HSD17B7	grey
HSD17B8	brown
HSD3B7	turquoise
HSF1	brown
HSF4	yellow
HSF5	grey
HSH2D	turquoise
HSP90AA1	grey
HSP90B1	green
HSPA12B	grey
HSPA13	blue
HSPA2	grey
HSPA4L	turquoise
HSPA5	green
HSPA8	brown
HSPB1	green
HSPB11	turquoise
HSPB6	turquoise
HSPB8	green
HSPB9	grey
HSPBAP1	magenta
HSPBP1	yellow
HSPD1	brown
HSPG2	turquoise
HSPH1	green
HTATIP2	grey
HTATSF1	turquoise
HTR1D	grey
HTR2A	pink
HTR5A	brown
HTR7	grey
HTRA1	grey
HTRA3	grey
HTRA4	blue
HTT	yellow
HUNK	grey
HUS1	brown
HVCN1	brown
HYAL1	yellow
HYAL2	blue
HYAL3	turquoise
HYKK	brown
HYPK	grey
IARS1	turquoise
IBA57	yellow
IBTK	turquoise
ICA1	grey
ICA1L	red
ICAM1	blue
ICAM2	yellow
ICAM3	blue
ICAM4	turquoise
ICAM5	blue
ICMT	brown
ICOS	red
ICOSLG	blue
ID1	red
ID2	blue
ID3	grey
IDH1	green
IDH3A	brown
IDNK	grey
IDO1	green
IDS	red
IDUA	yellow
IER3	blue
IER5	blue
IER5L	grey
IFFO1	grey
IFFO2	brown
IFI30	black
IFI35	yellow
IFI6	green
IFIH1	blue
IFIT2	green
IFIT3	turquoise
IFIT5	green
IFITM5	blue
IFNG	grey
IFNGR1	blue
IFNGR2	blue
IFNLR1	red
IFRD1	blue
IFRD2	turquoise
IFT122	grey
IFT172	brown
IFT22	blue
IFT27	grey
IFT46	turquoise
IFT52	turquoise
IFT57	green
IFT80	turquoise
IFT81	grey
IFT88	turquoise
IGDCC4	blue
IGF1	blue
IGF1R	magenta
IGF2	turquoise
IGF2BP2	blue
IGF2BP3	grey
IGF2R	green
IGFALS	turquoise
IGFBP3	brown
IGFBP4	yellow
IGFBP5	grey
IGFBP6	grey
IGFBP7	grey
IGFBPL1	blue
IGFLR1	grey
IGHMBP2	yellow
IGLL1	brown
IGLON5	grey
IGSF10	turquoise
IGSF3	green
IGSF6	blue
IGSF8	grey
IGSF9	brown
IGSF9B	grey
IK	blue
IKBKE	blue
IKZF2	brown
IKZF4	red
IL10	green
IL10RA	blue
IL10RB	blue
IL12A	grey
IL12B	green
IL12RB1	green
IL13RA1	blue
IL15	black
IL15RA	blue
IL16	yellow
IL17A	grey
IL17C	magenta
IL17D	turquoise
IL17RA	blue
IL17RB	blue
IL17RC	grey
IL17RD	black
IL17RE	grey
IL18	green
IL18R1	blue
IL1A	blue
IL1B	blue
IL1R1	blue
IL1R2	blue
IL1RL1	grey
IL1RL2	blue
IL1RN	blue
IL2	grey
IL20	blue
IL20RA	grey
IL20RB	grey
IL21	brown
IL21R	yellow
IL22RA2	grey
IL23A	green
IL23R	grey
IL24	red
IL26	grey
IL27	blue
IL2RA	green
IL2RB	brown
IL33	grey
IL34	grey
IL37	blue
IL3RA	blue
IL4	grey
IL4I1	green
IL5RA	grey
IL6	blue
IL6R	blue
IL6ST	yellow
IL7R	brown
IL9R	yellow
ILDR1	brown
ILVBL	turquoise
IMMP2L	grey
IMP3	grey
IMP4	yellow
IMPACT	brown
IMPDH1	blue
IMPDH2	brown
IMPG1	grey
INA	grey
INCA1	grey
INF2	pink
INHBA	blue
INHBB	grey
INHBC	blue
INHBE	blue
INKA1	grey
INKA2	grey
INPP1	red
INPP4B	brown
INPP5A	pink
INPP5E	yellow
INPP5F	brown
INSIG1	blue
INSL6	blue
INSM2	grey
INSRR	grey
INSYN2A	pink
INTS1	yellow
INTS11	yellow
INTS7	turquoise
INTU	grey
IP6K3	grey
IPCEF1	green
IPO11	turquoise
IPO13	turquoise
IPO4	brown
IPO9	yellow
IQANK1	grey
IQCA1L	grey
IQCB1	turquoise
IQCC	grey
IQCE	yellow
IQCG	magenta
IQCK	grey
IQCN	grey
IQGAP1	blue
IQGAP3	turquoise
IQSEC1	blue
IQSEC2	grey
IQUB	turquoise
IRAG1	pink
IRAG2	black
IRAK1	blue
IRAK2	blue
IRAK3	blue
IRF2BP2	blue
IRF3	yellow
IRF4	red
IRF6	grey
IRF7	green
IRF8	black
IRF9	green
IRS1	black
IRS2	blue
IRX6	grey
ISCA1	turquoise
ISCA2	turquoise
ISCU	turquoise
ISG15	green
ISG20	turquoise
ISLR2	yellow
ISOC1	brown
ISOC2	grey
ISYNA1	blue
ITGA1	brown
ITGA10	black
ITGA11	grey
ITGA2	grey
ITGA2B	pink
ITGA3	yellow
ITGA6	pink
ITGA7	blue
ITGA9	blue
ITGAE	grey
ITGAL	green
ITGAM	blue
ITGAV	green
ITGAX	blue
ITGB1BP1	red
ITGB2	blue
ITGB3	pink
ITGB4	yellow
ITGB5	grey
ITGB8	green
ITIH2	grey
ITIH4	grey
ITIH5	pink
ITK	brown
ITM2A	red
ITM2C	yellow
ITPK1	yellow
ITPR3	brown
ITPRIPL2	green
ITSN1	turquoise
IVD	red
IZUMO1	blue
JADE1	turquoise
JAG1	brown
JAG2	grey
JAK2	turquoise
JAK3	red
JAKMIP1	brown
JAKMIP2	grey
JAM3	pink
JAML	grey
JAZF1	turquoise
JCAD	brown
JCHAIN	grey
JDP2	blue
JMJD1C	blue
JMJD7	brown
JOSD2	yellow
JPH1	grey
JPH2	grey
JPH3	grey
JPH4	brown
JPT1	turquoise
JRK	yellow
JUNB	blue
JUND	turquoise
KALRN	grey
KANK1	grey
KANK3	yellow
KANK4	grey
KANSL1	turquoise
KANTR	grey
KAT14	turquoise
KAT2A	brown
KAT2B	turquoise
KATNA1	turquoise
KATNAL1	black
KATNAL2	grey
KATNB1	yellow
KAZALD1	grey
KAZN	grey
KBTBD11	grey
KBTBD12	grey
KCNA2	grey
KCNA7	grey
KCNAB1	grey
KCNAB2	yellow
KCNAB3	grey
KCNB1	grey
KCNC3	grey
KCND1	turquoise
KCNE2	blue
KCNE5	grey
KCNF1	red
KCNG2	grey
KCNH3	grey
KCNH4	green
KCNH7	blue
KCNIP2	pink
KCNJ11	grey
KCNJ12	grey
KCNJ14	grey
KCNJ15	blue
KCNJ2	blue
KCNK1	grey
KCNK10	blue
KCNK17	grey
KCNK2	grey
KCNK5	yellow
KCNK6	pink
KCNK7	grey
KCNMB1	pink
KCNMB3	black
KCNMB4	red
KCNN2	grey
KCNN3	red
KCNN4	turquoise
KCNQ1	blue
KCNQ2	grey
KCNQ4	turquoise
KCNS3	black
KCNT1	yellow
KCNU1	grey
KCTD1	brown
KCTD12	green
KCTD15	blue
KCTD16	grey
KCTD18	grey
KCTD21	brown
KCTD3	turquoise
KCTD6	brown
KCTD7	turquoise
KDELR2	turquoise
KDF1	grey
KDM6A	turquoise
KDM6B	blue
KDM8	brown
KDR	grey
KEL	turquoise
KHK	grey
KIAA0040	black
KIAA0513	blue
KIAA0586	turquoise
KIAA0895	grey
KIAA0895L	blue
KIAA0930	yellow
KIAA1191	yellow
KIAA1217	grey
KIAA1328	turquoise
KIAA1522	green
KIAA1549	grey
KIAA1549L	blue
KIAA1614	yellow
KIAA1671	yellow
KIAA1755	grey
KIAA1958	grey
KIF11	turquoise
KIF13A	grey
KIF13B	brown
KIF14	turquoise
KIF15	turquoise
KIF18A	turquoise
KIF18B	grey
KIF1A	grey
KIF1B	blue
KIF20B	turquoise
KIF21A	grey
KIF21B	brown
KIF22	grey
KIF23	turquoise
KIF24	turquoise
KIF26B	grey
KIF3C	blue
KIF4A	turquoise
KIF5A	grey
KIF9	grey
KIFAP3	grey
KIFC1	turquoise
KIFC2	yellow
KIFC3	grey
KIRREL1	black
KIRREL2	grey
KIRREL3	grey
KISS1R	grey
KIT	grey
KIZ	turquoise
KL	grey
KLC2	brown
KLC3	red
KLF1	turquoise
KLF10	blue
KLF11	grey
KLF12	red
KLF15	grey
KLF2	yellow
KLF4	grey
KLF5	blue
KLF7	magenta
KLF9	grey
KLHDC1	grey
KLHDC7A	purple
KLHDC7B	grey
KLHDC8A	grey
KLHDC9	grey
KLHL10	brown
KLHL13	grey
KLHL14	brown
KLHL17	brown
KLHL2	blue
KLHL21	yellow
KLHL22	brown
KLHL23	grey
KLHL25	yellow
KLHL29	grey
KLHL3	brown
KLHL33	grey
KLHL38	grey
KLHL4	red
KLHL41	grey
KLHL5	blue
KLHL8	turquoise
KLKB1	grey
KLLN	blue
KLRG1	brown
KLRG2	yellow
KMO	green
KMT5A	turquoise
KMT5C	grey
KNL1	turquoise
KNSTRN	turquoise
KNTC1	grey
KPNA5	red
KRBA1	grey
KREMEN1	yellow
KREMEN2	grey
KRIT1	turquoise
KRR1	blue
KRT1	grey
KRT10	turquoise
KRT18	grey
KRT2	blue
KRT23	grey
KRT25	grey
KRT26	grey
KRT78	grey
KRT8	turquoise
KRT80	yellow
KRT84	green
KRTCAP3	grey
KSR2	blue
KYAT1	grey
KYAT3	grey
KYNU	green
L1CAM	red
L2HGDH	grey
L3HYPDH	brown
L3MBTL1	grey
L3MBTL2	yellow
L3MBTL4	grey
LAD1	green
LAG3	green
LAGE3	grey
LAMA3	turquoise
LAMA5	yellow
LAMB1	grey
LAMC1	turquoise
LAMC2	grey
LAMP1	turquoise
LAMP3	black
LANCL1	brown
LANCL2	yellow
LAP3	blue
LAPTM4B	grey
LARGE1	grey
LARP1B	turquoise
LARP6	green
LAS1L	red
LASP1	blue
LAT	pink
LAT2	blue
LBH	brown
LBX1	blue
LCK	brown
LCLAT1	purple
LCMT1	turquoise
LCN2	blue
LCP1	blue
LCP2	blue
LCT	grey
LDB2	grey
LDB3	grey
LDHB	brown
LDHC	turquoise
LDHD	red
LDLR	grey
LDLRAD3	blue
LDLRAD4	grey
LDLRAP1	grey
LDOC1	grey
LEAP2	grey
LEF1	red
LENG9	yellow
LEPR	turquoise
LETM1	yellow
LETM2	grey
LFNG	blue
LGALS1	grey
LGALS3	blue
LGALS4	grey
LGALS8	green
LGALSL	pink
LGI2	grey
LGI4	grey
LGMN	grey
LGR4	grey
LGR5	blue
LGR6	grey
LHFPL2	pink
LHFPL3	blue
LHFPL5	grey
LHFPL6	grey
LHX1	purple
LHX6	grey
LIF	green
LIFR	grey
LIG4	brown
LIMA1	green
LIMCH1	green
LIMD1	black
LIME1	yellow
LIMK2	blue
LIMS1	pink
LIN28A	grey
LIN54	turquoise
LIN7A	grey
LIN7C	turquoise
LINGO3	grey
LIPE	magenta
LIPG	green
LIPH	turquoise
LIPM	blue
LIPN	blue
LIPT2	brown
LITAF	blue
LITAFD	grey
LIX1L	grey
LLGL1	yellow
LLGL2	yellow
LLPH	grey
LMAN1L	grey
LMBR1	turquoise
LMBR1L	blue
LMCD1	grey
LMF2	yellow
LMLN	turquoise
LMLN2	grey
LMNA	grey
LMNB1	blue
LMNTD1	grey
LMO2	turquoise
LMO4	grey
LMOD3	grey
LMTK2	turquoise
LMTK3	brown
LNP1	grey
LNPK	turquoise
LNX1	grey
LOC123804298	grey
LOC123804316	turquoise
LOC123804353	turquoise
LOC123804369	turquoise
LOC123804370	turquoise
LOC123804376	grey
LOC123804377	turquoise
LOC123804378	grey
LOC123804379	grey
LOC123804381	turquoise
LOC123804382	turquoise
LOC123804383	turquoise
LOC123804384	turquoise
LOC123804385	turquoise
LOC123804386	turquoise
LOC123804404	grey
LOC123804415	grey
LOC123804435	grey
LOC123804441	turquoise
LOC123804448	grey
LOC123804454	grey
LOC123804459	turquoise
LOC123804463	grey
LOC123804506	turquoise
LOC123804513	turquoise
LOC123804524	turquoise
LOC123804530	grey
LOC123804533	grey
LOC123804536	grey
LOC123804537	grey
LOC123804540	grey
LOC123804555	grey
LOC123804564	grey
LOC123804566	grey
LOC123804585	grey
LOC123804633	brown
LOC123804647	turquoise
LOC123804656	grey
LOC123804657	grey
LOC123804668	grey
LOC123804676	blue
LOC123804703	yellow
LOC123804706	grey
LOC123804708	grey
LOC123804709	blue
LOC123804713	grey
LOC123804716	blue
LOC123804722	red
LOC123804731	turquoise
LOC123804737	grey
LOC123804756	turquoise
LOC123804759	turquoise
LOC123804777	grey
LOC123804788	blue
LOC123804789	turquoise
LOC123804791	turquoise
LOC123804793	turquoise
LOC123804794	turquoise
LOC123804795	blue
LOC123804796	turquoise
LOC123804797	grey
LOC123804798	grey
LOC123804799	grey
LOC123804800	magenta
LOC123804801	yellow
LOC123804802	grey
LOC123804803	grey
LOC123804804	grey
LOC123804805	yellow
LOC123804808	turquoise
LOC123804809	turquoise
LOC123804810	turquoise
LOC123804811	turquoise
LOC123804812	turquoise
LOC123804813	turquoise
LOC123804814	grey
LOC123804818	grey
LOC123804834	red
LOC123804845	grey
LOC123804851	grey
LOC123804854	grey
LOC123804855	turquoise
LOC123804858	blue
LOC123804869	grey
LOC123804875	red
LOC123804876	grey
LOC123804881	grey
LOC123804885	grey
LOC123804886	grey
LOC123804887	grey
LOC123804891	grey
LOC123804894	grey
LOC123804896	grey
LOC123804902	yellow
LOC123804930	grey
LOC123804934	grey
LOC123804942	grey
LOC123804962	turquoise
LOC123804963	turquoise
LOC123804965	blue
LOC123804966	blue
LOC123804972	blue
LOC123804973	blue
LOC123804974	blue
LOC123804976	blue
LOC123804978	grey
LOC123804980	green
LOC123804985	brown
LOC123804988	blue
LOC123804989	grey
LOC123804990	grey
LOC123804992	black
LOC123804995	grey
LOC123805034	grey
LOC123805075	grey
LOC123805120	grey
LOC123805138	grey
LOC123805149	turquoise
LOC123805151	red
LOC123805159	grey
LOC123805236	red
LOC123805245	grey
LOC123805263	grey
LOC123805265	grey
LOC123805278	grey
LOC123805282	red
LOC123805340	grey
LOC123805387	grey
LOC123805398	brown
LOC123805419	grey
LOC123805426	green
LOC123805428	grey
LOC123805431	red
LOC123805448	grey
LOC123805518	green
LOC123805519	grey
LOC123805524	green
LOC123805536	grey
LOC123805544	grey
LOC123805545	turquoise
LOC123805554	brown
LOC123805582	grey
LOC123805584	grey
LOC123805629	blue
LOC123805641	grey
LOC123805663	grey
LOC123805664	grey
LOC123805669	blue
LOC123805671	grey
LOC123805672	grey
LOC123805675	red
LOC123805677	green
LOC123805679	grey
LOC123805681	grey
LOC123805683	grey
LOC123805686	magenta
LOC123805687	grey
LOC123805688	purple
LOC123805693	grey
LOC123805694	grey
LOC123805695	grey
LOC123805705	brown
LOC123805721	grey
LOC123805723	grey
LOC123805729	grey
LOC123805744	magenta
LOC123805747	green
LOC123805748	grey
LOC123805751	turquoise
LOC123805758	blue
LOC123805763	grey
LOC123805769	grey
LOC123805778	magenta
LOC123805783	grey
LOC123805789	brown
LOC123805794	grey
LOC123805816	grey
LOC123805823	grey
LOC123805831	yellow
LOC123805846	grey
LOC123805849	blue
LOC123805851	yellow
LOC123805854	brown
LOC123805857	turquoise
LOC123805877	grey
LOC123805880	grey
LOC123805980	grey
LOC123805982	grey
LOC123805994	blue
LOC123806001	grey
LOC123806008	turquoise
LOC123806027	grey
LOC123806031	brown
LOC123806032	red
LOC123806037	turquoise
LOC123806049	brown
LOC123806081	grey
LOC123806148	blue
LOC123806156	grey
LOC123806163	blue
LOC123806185	turquoise
LOC123806188	grey
LOC123806190	blue
LOC123806197	grey
LOC123806199	yellow
LOC123806207	grey
LOC123806208	grey
LOC123806209	grey
LOC123806219	grey
LOC123806224	grey
LOC123806227	green
LOC123806228	grey
LOC123806229	grey
LOC123806230	purple
LOC123806232	grey
LOC123806235	grey
LOC123806236	brown
LOC123806237	grey
LOC123806238	grey
LOC123806239	grey
LOC123806240	grey
LOC123806254	grey
LOC123806257	turquoise
LOC123806262	grey
LOC123806278	grey
LOC123806279	grey
LOC123806292	grey
LOC123806293	black
LOC123806311	blue
LOC123806314	grey
LOC123806331	grey
LOC123806338	turquoise
LOC123806339	blue
LOC123806376	grey
LOC123806380	turquoise
LOC123806386	turquoise
LOC123806396	grey
LOC123806398	grey
LOC123806402	grey
LOC123806412	brown
LOC123806440	blue
LOC123806473	blue
LOC123806483	blue
LOC123806530	grey
LOC123806532	blue
LOC123806534	purple
LOC123806535	grey
LOC123806537	blue
LOC123806540	brown
LOC123806542	grey
LOC123806560	grey
LOC123806565	blue
LOC123806573	black
LOC123806574	black
LOC123806578	grey
LOC123806588	red
LOC123806619	blue
LOC123806632	grey
LOC123806647	grey
LOC123806650	black
LOC123806653	black
LOC123806654	black
LOC123806655	grey
LOC123806678	grey
LOC123806685	grey
LOC123806769	grey
LOC123806777	grey
LOC123806784	grey
LOC123806786	blue
LOC123806801	grey
LOC123806822	green
LOC123806827	pink
LOC123806871	green
LOC123806885	grey
LOC123806888	grey
LOC123806889	blue
LOC123806894	grey
LOC123806905	brown
LOC123806915	grey
LOC123806920	grey
LOC123806922	turquoise
LOC123806941	grey
LOC123806950	red
LOC123806954	black
LOC123806955	turquoise
LOC123806959	brown
LOC123806963	grey
LOC123806970	grey
LOC123806974	grey
LOC123806977	blue
LOC123806980	grey
LOC123806985	grey
LOC123806996	grey
LOC123807007	grey
LOC123807013	grey
LOC123807019	blue
LOC123807028	grey
LOC123807053	grey
LOC123807061	yellow
LOC123807065	grey
LOC123807071	blue
LOC123807096	blue
LOC123807098	grey
LOC123807103	turquoise
LOC123807177	grey
LOC123807195	green
LOC123807220	blue
LOC123807232	yellow
LOC123807234	grey
LOC123807236	red
LOC123807267	blue
LOC123807269	grey
LOC123807270	brown
LOC123807271	grey
LOC123807272	red
LOC123807275	blue
LOC123807279	grey
LOC123807285	grey
LOC123807286	green
LOC123807287	grey
LOC123807288	blue
LOC123807290	turquoise
LOC123807291	turquoise
LOC123807292	brown
LOC123807294	blue
LOC123807295	red
LOC123807303	yellow
LOC123807304	grey
LOC123807312	yellow
LOC123807363	blue
LOC123807374	blue
LOC123807375	blue
LOC123807376	grey
LOC123807377	grey
LOC123807388	green
LOC123807394	grey
LOC123807402	grey
LOC123807406	blue
LOC123807423	black
LOC123807426	yellow
LOC123807428	red
LOC123807435	blue
LOC123807436	turquoise
LOC123807448	grey
LOC123807470	black
LOC123807498	grey
LOC123807521	red
LOC123807539	purple
LOC123807554	purple
LOC123807556	grey
LOC123807569	purple
LOC123807584	grey
LOC123807587	blue
LOC123807588	turquoise
LOC123807601	grey
LOC123807614	blue
LOC123807617	grey
LOC123807619	purple
LOC123807629	blue
LOC123807667	grey
LOC123807673	grey
LOC123807681	blue
LOC123807697	grey
LOC123807702	magenta
LOC123807722	blue
LOC123807725	brown
LOC123807729	grey
LOC123807732	grey
LOC123807750	grey
LOC123807787	grey
LOC123807795	grey
LOC123807806	turquoise
LOC123807809	brown
LOC123807812	red
LOC123807823	grey
LOC123807824	grey
LOC123807836	grey
LOC123807847	grey
LOC123807851	grey
LOC123807852	grey
LOC123807869	grey
LOC123807896	grey
LOC123807899	grey
LOC123807901	grey
LOC123807940	grey
LOC123807948	turquoise
LOC123807960	blue
LOC123807973	grey
LOC123807981	grey
LOC123807989	grey
LOC123807995	grey
LOC123808001	grey
LOC123808013	grey
LOC123808018	blue
LOC123808029	grey
LOC123808034	grey
LOC123808041	grey
LOC123808055	grey
LOC123808062	grey
LOC123808065	grey
LOC123808119	green
LOC123808157	grey
LOC123808161	grey
LOC123808169	blue
LOC123808185	grey
LOC123808193	blue
LOC123808221	blue
LOC123808232	grey
LOC123808264	grey
LOC123808268	grey
LOC123808316	blue
LOC123808360	grey
LOC123808379	grey
LOC123808415	grey
LOC123808425	turquoise
LOC123808443	brown
LOC123808445	brown
LOC123808456	grey
LOC123808462	turquoise
LOC123808467	grey
LOC123808473	turquoise
LOC123808475	grey
LOC123808480	brown
LOC123808488	turquoise
LOC123808490	grey
LOC123808507	grey
LOC123808509	turquoise
LOC123808510	blue
LOC123808512	grey
LOC123808522	grey
LOC123808533	grey
LOC123808558	blue
LOC123808574	turquoise
LOC123808585	grey
LOC123808598	grey
LOC123808609	grey
LOC123808644	blue
LOC123808654	grey
LOC123808668	blue
LOC123808682	green
LOC123808684	green
LOC123808698	grey
LOC123808702	grey
LOC123808715	grey
LOC123808716	grey
LOC123808723	grey
LOC123808729	grey
LOC123808735	grey
LOC123808751	purple
LOC123808794	grey
LOC123808799	turquoise
LOC123808812	turquoise
LOC123808817	grey
LOC123808846	turquoise
LOC123808847	red
LOC123808858	blue
LOC123808896	blue
LOC123808906	blue
LOC123808921	grey
LOC123808926	grey
LOC123808937	brown
LOC123808939	green
LOC123808966	grey
LOC123808967	grey
LOC123808972	grey
LOC123808979	grey
LOC123808986	grey
LOC123808989	grey
LOC123808993	grey
LOC123808999	green
LOC123809000	grey
LOC123809001	grey
LOC123809004	brown
LOC123809005	blue
LOC123809006	grey
LOC123809021	blue
LOC123809024	grey
LOC123809026	grey
LOC123809027	grey
LOC123809028	grey
LOC123809029	grey
LOC123809033	blue
LOC123809034	grey
LOC123809036	grey
LOC123809038	grey
LOC123809044	blue
LOC123809045	grey
LOC123809046	grey
LOC123809047	grey
LOC123809051	grey
LOC123809053	green
LOC123809056	purple
LOC123809058	grey
LOC123809059	grey
LOC123809060	grey
LOC123809061	grey
LOC123809077	grey
LOC123809082	purple
LOC123809085	grey
LOC123809097	brown
LOC123809098	grey
LOC123809099	grey
LOC123809100	grey
LOC123809101	grey
LOC123809103	grey
LOC123809104	grey
LOC123809151	grey
LOC123809169	blue
LOC123809182	grey
LOC123809204	grey
LOC123809209	blue
LOC123809217	grey
LOC123809220	turquoise
LOC123809225	grey
LOC123809228	brown
LOC123809248	grey
LOC123809255	turquoise
LOC123809256	grey
LOC123809275	brown
LOC123809279	turquoise
LOC123809319	turquoise
LOC123809323	black
LOC123809374	grey
LOC123809392	black
LOC123809398	grey
LOC123809426	grey
LOC123809459	red
LOC123809466	turquoise
LOC123809492	grey
LOC123809493	red
LOC123809524	grey
LOC123809528	grey
LOC123809529	grey
LOC123809530	grey
LOC123809531	grey
LOC123809532	grey
LOC123809534	grey
LOC123809538	grey
LOC123809540	grey
LOC123809542	brown
LOC123809544	grey
LOC123809572	grey
LOC123809573	grey
LOC123809574	grey
LOC123809581	yellow
LOC123809588	black
LOC123809592	grey
LOC123809597	turquoise
LOC123809610	green
LOC123809632	grey
LOC123809643	blue
LOC123809647	grey
LOC123809649	grey
LOC123809650	grey
LOC123809651	blue
LOC123809652	turquoise
LOC123809653	grey
LOC123809655	blue
LOC123809656	green
LOC123809658	yellow
LOC123809675	blue
LOC123809676	brown
LOC123809678	grey
LOC123809685	blue
LOC123809688	blue
LOC123809699	red
LOC123809700	yellow
LOC123809707	grey
LOC123809735	red
LOC123809750	grey
LOC123809758	brown
LOC123809777	grey
LOC123809787	grey
LOC123809791	grey
LOC123809796	grey
LOC123809814	grey
LOC123809816	grey
LOC123809823	grey
LOC123809825	grey
LOC123809827	grey
LOC123809828	grey
LOC123809832	grey
LOC123809834	grey
LOC123809835	grey
LOC123809836	grey
LOC123809837	grey
LOC123809838	grey
LOC123809839	grey
LOC123809840	grey
LOC123809841	grey
LOC123809842	grey
LOC123809843	grey
LOC123809844	grey
LOC123809845	grey
LOC123809848	grey
LOC123809850	grey
LOC123809856	grey
LOC123809867	grey
LOC123809912	blue
LOC123809914	grey
LOC123809945	grey
LOC123809948	grey
LOC123809978	blue
LOC123809982	grey
LOC123809990	grey
LOC123810020	grey
LOC123810025	blue
LOC123810031	grey
LOC123810041	grey
LOC123810059	grey
LOC123810089	green
LOC123810090	grey
LOC123810130	grey
LOC123810143	blue
LOC123810144	blue
LOC123810145	grey
LOC123810148	grey
LOC123810157	grey
LOC123810163	grey
LOC123810175	grey
LOC123810231	grey
LOC123810232	grey
LOC123810241	grey
LOC123810257	grey
LOC123810258	grey
LOC123810259	grey
LOC123810262	grey
LOC123810266	grey
LOC123810267	grey
LOC123810268	grey
LOC123810280	brown
LOC123810281	grey
LOC123810358	brown
LOC123810362	green
LOC123810364	grey
LOC123810380	brown
LOC123810402	grey
LOC123810406	grey
LOC123810434	grey
LOC123810436	grey
LOC123810448	grey
LOC123810449	blue
LOC123810454	turquoise
LOC123810463	turquoise
LOC123810465	red
LOC123810466	grey
LOC123810470	pink
LOC123810478	brown
LOC123810494	grey
LOC123810504	grey
LOC123810513	grey
LOC123810514	turquoise
LOC123810520	grey
LOC123810528	grey
LOC123810537	grey
LOC123810539	grey
LOC123810540	grey
LOC123810542	purple
LOC123810543	grey
LOC123810544	grey
LOC123810551	grey
LOC123810553	grey
LOC123810569	grey
LOC123810574	grey
LOC123810582	blue
LOC123810585	grey
LOC123810610	grey
LOC123810619	grey
LOC123810652	red
LOC123810655	red
LOC123810679	black
LOC123810688	grey
LOC123810700	blue
LOC123810701	grey
LOC123810704	blue
LOC123810713	grey
LOC123810715	turquoise
LOC123810722	grey
LOC123810735	grey
LOC123810762	grey
LOC123810765	grey
LOC123810766	grey
LOC123810769	grey
LOC123810785	grey
LOC123810793	blue
LOC123810804	brown
LOC123810848	grey
LOC123810925	grey
LOC123810933	grey
LOC123810953	yellow
LOC123810956	grey
LOC123810967	grey
LOC123810968	red
LOC123810970	brown
LOC123810973	turquoise
LOC123810989	grey
