"","BabProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"983","XP_003895869","FIS1",898.369191180172,0.478712562533831,0.0400611335014476,11.9495511158348,6.5276854904799e-33,5.22302429785061e-32,TRUE,"3JB0B","FIS1","FIS1_3JB0B"
"987","XP_003895894","HSPB1",116.748351558429,-0.971691541285938,0.229166069359714,-4.24011959536953,2.23400728780443e-05,6.0567297865464e-05,TRUE,"3J284","HSPB1","HSPB1_3J284"
"988","XP_003895900","MDH2",786.334882118905,0.0809588074284456,0.034571806987974,2.34175805321971,0.0191931525690042,0.0367442852885414,TRUE,"3J9KT","MDH2","MDH2_3J9KT"
"990","XP_003895908","YWHAG",925.872509175774,-0.312041888833265,0.0400183027090889,-7.79747934592925,6.31559701680951e-15,2.93244345035897e-14,TRUE,"3J6JB","YWHAG","YWHAG_3J6JB"
"994","XP_003895926","VPS37D",31.2974172224065,0.567407380881044,0.0812320722321322,6.98501669709467,2.84822105579738e-12,1.17414048777876e-11,TRUE,"3JFDZ","VPS37D","VPS37D_3JFDZ"
"995","XP_003895927","STX1A",56.0010739223425,0.309838185024045,0.0856318285096368,3.618259593618,0.00029659082644857,0.00072423058890779,TRUE,"3J836","STX1A","STX1A_3J836"
"996","XP_003895931","CLDN3",12.2284466672034,-0.388499098903479,0.140460498513298,-2.76589577151969,0.00567666752740795,0.0118959650205354,TRUE,"3J7VP","CLDN3","CLDN3_3J7VP"
"998","XP_003895934","LIMK1",377.596440160943,-0.0662882288964513,0.0501426361316731,-1.32199329772731,0.186170382737494,0.278002627499825,FALSE,"3J5F2","LIMK1","LIMK1_3J5F2"
"999","XP_003895940","RFC2",295.810062658961,-0.643583398297094,0.0407417437748154,-15.7966581365358,3.28052418014967e-56,4.27579577841147e-55,TRUE,"3J8SB","RFC2","RFC2_3J8SB"
"1002","XP_003895952","CASTOR2",152.707090014935,0.410784494137514,0.0586740806075269,7.00112366285324,2.53917692445769e-12,1.04908053155645e-11,TRUE,"3JBF5","GATSL2","GATSL2_3JBF5"
"1003","XP_003895961","SBDS",405.542821046595,-0.119250960266597,0.0307393677244597,-3.8794213770281,0.000104705237024814,0.000267706004235809,TRUE,"3J4F0","SBDS","SBDS_3J4F0"
"1005","XP_003896001","CHCHD2",1021.62158464067,-0.236018271868057,0.0443310083044581,-5.32399963129921,1.01510111912023e-07,3.26662060081703e-07,TRUE,"3JD0J","-","-_3JD0J"
"1006","XP_003896002","NUPR2",1.45487105351086,0.11265503992953,0.342955258231864,0.32848319780934,0.742546346351113,0.822095035887799,FALSE,"3JHS8","NUPR1L","NUPR1L_3JHS8"
"1010","XP_003896019","VOPP1",1778.83134031597,-1.15725703622042,0.052696150898651,-21.9609405333255,6.80753962661359e-107,1.85994771104224e-105,TRUE,"3JAVT","VOPP1","VOPP1_3JAVT"
"1011","XP_003896035","SPATA48",15.1402024508763,0.150446153327956,0.142214718016644,1.05788033352742,0.290110002262147,0.403810911178613,FALSE,"3JDFR","C7orf72","C7orf72_3JDFR"
"1017","XP_003896085","LOC101006726",23.0632657449242,-0.158800299217032,0.103062268769759,-1.54081897393305,0.123360850229365,0.195517413830433,FALSE,"3JB5H","-","-_3JB5H"
"1020","XP_003896096","YKT6",886.321048986018,0.00555082107746069,0.0263363098935049,0.21076685002213,0.833069207298179,0.890191775299575,FALSE,"3J4QH","YKT6","YKT6_3J4QH"
"1022","XP_003896101","AEBP1",363.641989757494,0.00375038559230427,0.04689191301994,0.0799793685258583,0.936253664927532,0.960305356715287,FALSE,"3JFMI","AEBP1","AEBP1_3JFMI"
"1027","XP_003896120","PSMA2",1209.7354973358,-1.3635889564087,0.0557087779270894,-24.4770933261781,2.59086598064695e-132,9.87177881316152e-131,TRUE,"3J1WI","PSMA2","PSMA2_3J1WI"
"1032","XP_003896141","EPDR1",0.980569328669274,-1.16510208629044,0.688631527328349,-1.69190930135109,0.090663268251263,0.14925117498303,FALSE,"3J78U","EPDR1","EPDR1_3J78U"
"1037","XP_003896197","ZNRF2",737.088097066667,-1.0144449831997,0.0490390451974502,-20.6864750142493,4.5853424225004e-95,1.06494242903096e-93,TRUE,"3JF1B","ZNRF2","ZNRF2_3JF1B"
"1038","XP_003896200","FKBP14",94.5294115708105,0.0242663425056291,0.0541988247627077,0.447728204658893,0.654349363713066,0.75238820976109,FALSE,"3JFXW","FKBP14","FKBP14_3JFXW"
"1039","XP_003896213","HIBADH",97.1685025672532,0.0131306760793231,0.0469900121950891,0.279435468644023,0.779910654658766,0.850808903357031,FALSE,"3J8C0","HIBADH","HIBADH_3J8C0"
"1040","XP_003896250","MALSU1",145.419110515137,0.280995568167121,0.0439838783899692,6.38860369874076,1.67407283347395e-10,6.34211963532728e-10,TRUE,"3JC1V","MALSU1","MALSU1_3JC1V"
"1041","XP_003896265","TOMM7",1069.24286632652,-0.0048687208629258,0.0471396111175559,-0.103283008652411,0.917738360625304,0.947696570163423,FALSE,"3JI7Q","TOMM7","TOMM7_3JI7Q"
"1042","XP_003896270","SP4",901.867186666316,-0.951365179105362,0.0577785957095859,-16.4657026952894,6.47068578651248e-61,9.11629045362644e-60,TRUE,"3J8IV","SP4","SP4_3J8IV"
"1044","XP_003896279","TWISTNB",117.632350272923,-0.71021750612786,0.0538130232782582,-13.197874099276,9.02461036807477e-40,8.49467271110179e-39,TRUE,"3JAQ9","TWISTNB","TWISTNB_3JAQ9"
"1046","XP_003896307","SCIN",37.9551671394495,-1.68662277273752,0.154401031004524,-10.9236496787907,8.88521174354852e-28,6.26641249281843e-27,TRUE,"3J6DY","SCIN","SCIN_3J6DY"
"1047","XP_003896312","TMEM106B",111.28109778253,-0.153173661722586,0.0649787613266008,-2.35728811376834,0.0184089577158101,0.0353819870618455,TRUE,"3JESZ","TMEM106B","TMEM106B_3JESZ"
"1048","XP_003896325","RPA3",169.07258754447,-0.415685684192677,0.0447304460587551,-9.2931262891199,1.49821697163737e-20,8.5614449466925e-20,TRUE,"3JH1M","RPA3","RPA3_3JH1M"
"1052","XP_003896344","SLC25A13",95.2713670321981,-0.590945753718538,0.0696986969164131,-8.47857678641016,2.27965271958384e-17,1.16657963242896e-16,TRUE,"3J3UI","SLC25A13","SLC25A13_3J3UI"
"1053","XP_003896347","PDK4",111.433161189043,2.54691104440455,0.137950303583452,18.4625258389795,4.13542451768754e-76,7.35008536481991e-75,TRUE,"3J2WM","PDK4","PDK4_3J2WM"
"1055","XP_003896359","GNG11",87.3538519884722,0.731826378238104,0.0849463236503967,8.61516245541118,6.98424925021064e-18,3.64685449028074e-17,TRUE,"3JHRZ","GNG11","GNG11_3JHRZ"
"1061","XP_003896407","STEAP4",1182.48416236391,0.218031267831605,0.0759073552770508,2.87233387378368,0.00407452241955229,0.00872401335288701,TRUE,"3J6F9","STEAP4","STEAP4_3J6F9"
"1068","XP_003896461","FGL2",3461.79202941987,-0.0681498506518841,0.0503692628476309,-1.35300472548189,0.176054120740308,0.265170679963237,FALSE,"3JCDS","FGL2","FGL2_3JCDS"
"1071","XP_003896476","PSMC2",555.774745480698,-0.40152294533527,0.0337984269962945,-11.8799299558909,1.50493413306462e-32,1.19294413233158e-31,TRUE,"3J1JE","PSMC2","PSMC2_3J1JE"
"1073","XP_003896495","RINT1",285.14694992611,-0.0160627518129326,0.0337384429395001,-0.476096417423187,0.634005689208564,0.735127300520279,FALSE,"3JBHN","RINT1","RINT1_3JBHN"
"1075","XP_003896501","SYPL1",494.883860626667,0.00137298652026475,0.0403206790064635,0.0340516716011816,0.972835946588599,0.983348857822234,FALSE,"3JCF3","SYPL1","SYPL1_3JCF3"
"1080","XP_003896545","BMT2",433.061470711327,-0.816209411815206,0.0592485101118216,-13.7760326846152,3.55266295752344e-43,3.62438481021596e-42,TRUE,"3J1ZP","C7orf60","C7orf60_3J1ZP"
"1090","XP_003896593","LRRC4",687.48361794771,3.83804268309669,0.0977770172323429,39.2530145808859,0,0,TRUE,"3J3NX","LRRC4","LRRC4_3J3NX"
"1095","XP_003896630","SMO",10.2652640389635,-2.37743413851398,0.229519924642385,-10.3582908639338,3.83757837466377e-25,2.52159557555042e-24,TRUE,"3JA8T","SMO","SMO_3JA8T"
"1099","XP_003896645","CPA4",8.4319619573317,0.00168965114244606,0.155591573380692,0.0108595286089943,0.991335520085052,0.994200388934386,FALSE,"3J2BP","CPA4","CPA4_3J2BP"
"1100","XP_003896670","SLC35B4",205.244153332373,0.107733598201804,0.0445050518678508,2.42070492405443,0.0154904455855583,0.0301688665066331,TRUE,"3J6M0","SLC35B4","SLC35B4_3J6M0"
"1103","XP_003896688","FAM180A",32.5330783008249,-0.187602022956407,0.102906842515159,-1.82302768573208,0.0682991978097186,0.116262665298131,FALSE,"3JBX7","FAM180A","FAM180A_3JBX7"
"1106","XP_003896700","CREB3L2",294.895920487358,0.462234709015694,0.053493278323562,8.64098674640576,5.57295831817201e-18,2.92402555664406e-17,TRUE,"3JF7W","CREB3L2","CREB3L2_3JF7W"
"1108","XP_003896707","TMEM213",14.701077322175,-0.0600660851547361,0.129334696923225,-0.464423596943922,0.642344287167606,0.742234082817641,FALSE,"3JHG8","TMEM213","TMEM213_3JHG8"
"1110","XP_003896718","FMC1",63.1104041016058,0.144191934295964,0.0615816457984215,2.34147581517966,0.0192076703555714,0.0367689689663796,TRUE,"3JGX1","C7orf55","C7orf55_3JGX1"
"1112","XP_003896726","KDM7A",978.132316881673,1.09636158568837,0.0449475713776369,24.3920094475638,2.07895223864641e-131,7.89604598665512e-130,TRUE,"3JA7J","KDM7A","KDM7A_3JA7J"
"1113","XP_003896732","ADCK2",247.96554071427,0.468778230721897,0.0406115520424723,11.5429774816693,8.01035717714273e-31,6.0945148130529e-30,TRUE,"3JE8G","ADCK2","ADCK2_3JE8G"
"1114","XP_003896733","NDUFB2",381.328825655539,0.11336474330742,0.0365312262151557,3.10322852673334,0.00191421764528331,0.00427909271558552,TRUE,"3JHFR","NDUFB2","NDUFB2_3JHFR"
"1116","XP_003896741","TMEM178B",2.40977464499579,-0.0218447011099463,0.262034668227682,-0.0833656907221354,0.933560768357004,0.958640065733221,FALSE,"3JEGU","TMEM178B","TMEM178B_3JEGU"
"1118","XP_003896755","TAS2R38",15.1472265006393,-3.33717864673291,0.216766794609763,-15.3952483946663,1.76146796324275e-53,2.1864589235189e-52,TRUE,"3JCFQ","TAS2R38","TAS2R38_3JCFQ"
"1120","XP_003896806","CASP2",578.259192992822,0.211643883836034,0.0297816520498772,7.10651925828631,1.19006059341957e-12,4.99038770644226e-12,TRUE,"3JG70","CASP2","CASP2_3JG70"
"1122","XP_003896814","EPHA1",16.0821167967705,0.286472084838224,0.137444152367353,2.08427990499411,0.0371347141217347,0.0671776413524168,FALSE,"3JARX","EPHA1","EPHA1_3JARX"
"1132","XP_003896906","KCNH2",5.27982241860523,0.216212856229578,0.17416457439032,1.24142844195757,0.214447517628892,0.313265690255042,FALSE,"3J2ZS","KCNH2","KCNH2_3J2ZS"
"1136","XP_003896935","NUB1",1312.94382816479,-1.09104084938031,0.0586404259579288,-18.6056092116907,2.89383449958483e-77,5.24544808674242e-76,TRUE,"3J49P","NUB1","NUB1_3J49P"
"1137","XP_003896951","XRCC2",34.0697073595679,-0.0741295497039904,0.0914579099404453,-0.810531858340753,0.417634562502756,0.538018881167472,FALSE,"3J4SR","XRCC2","XRCC2_3J4SR"
"1139","XP_003896958","INSIG1",1565.92914132902,1.18557832686426,0.0724651865260846,16.3606606661737,3.65144922468711e-60,5.09026106997294e-59,TRUE,"3JAFT","INSIG1","INSIG1_3JAFT"
"1148","XP_003897027","PSMG4",53.0397105666143,-0.235398645426917,0.063205831826019,-3.72431844698884,0.000195843591058223,0.000486792552513624,TRUE,"3JGZE","PSMG4","PSMG4_3JGZE"
"1152","XP_003897057","NRN1",5.36367932024416,1.3263327573355,0.296283717357677,4.47656310364951,7.58542547207564e-06,2.13761304773096e-05,TRUE,"3JET1","NRN1","NRN1_3JET1"
"1154","XP_003897059","LY86",117.949112549452,1.11143084226023,0.0739505533122311,15.0293783140146,4.71409129617997e-51,5.58017397501165e-50,TRUE,"3JGRB","LY86","LY86_3JGRB"
"1157","XP_003897073","SNRNP48",146.582646238689,0.252178658652603,0.050503844799077,4.99325664522896,5.93695800210401e-07,1.80899747401871e-06,TRUE,"3JEM0","SNRNP48","SNRNP48_3JEM0"
"1158","XP_003897074","BMP6",6.04843382302053,0.130697019777109,0.238387474343382,0.548254559670567,0.583517123862702,0.692126926334498,FALSE,"3J2G7","BMP6","BMP6_3J2G7"
"1159","XP_003897075","TXNDC5",784.850554540821,-0.379723566056869,0.0307045872424981,-12.3669979035346,3.94284303755281e-35,3.346786196858e-34,TRUE,"3JDQD","TXNDC5","TXNDC5_3JDQD"
"1161","XP_003897095","PAK1IP1",151.762765054397,-0.64362255830762,0.0561823748021109,-11.4559514540748,2.19539169730205e-30,1.64979466805446e-29,TRUE,"3J471","PAK1IP1","PAK1IP1_3J471"
"1169","XP_003897147","NHLRC1",46.0943679961668,0.219620200153005,0.065196158209739,3.36860646675648,0.000755492125835445,0.00176996347956262,TRUE,"3JE6D","NHLRC1","NHLRC1_3JE6D"
"1174","XP_003897172","ALDH5A1",54.6745322003815,0.163923921095892,0.0626499100318781,2.61650688743979,0.00888345721319544,0.0180253697532231,TRUE,"3JBAN","ALDH5A1","ALDH5A1_3JBAN"
"1175","XP_003897176","TDP2",613.868766345183,-0.089788252636852,0.0356121111170993,-2.52128418732637,0.0116927375813139,0.0232296499075044,TRUE,"3J6CY","TDP2","TDP2_3J6CY"
"1180","XP_003897202","LOC101013677",2.62562120874949,0.253695626097106,0.293591632680321,0.86411054627481,0.387527166061748,0.507455282179786,FALSE,"3JPM0","-","-_3JPM0"
"1181","XP_003897210","H1-2",148.882420160336,2.28815652229312,0.109720310369257,20.8544481381112,1.38891167075107e-96,3.32280051863134e-95,TRUE,"3JDXQ","HIST1H1C","HIST1H1C_3JDXQ"
"1189","XP_003897269","H1-5",0.783883146974423,-0.129802206260621,1.10700592619426,-0.117255204501807,0.90665782171536,0.939834957129716,FALSE,"3JE5M","HIST1H1B","HIST1H1B_3JE5M"
"1193","XP_003897289","NKAPL",0.40220206263023,-0.678818018430617,1.94556374464075,-0.348905565443687,0.727160206820316,NA,FALSE,"3JEAT","NKAPL","NKAPL_3JEAT"
"1196","XP_003897324","MOG",10.7664430129957,0.612208171745784,0.130323849717676,4.69759121658874,2.63247630216817e-06,7.66196763383956e-06,TRUE,"3J3WE","MOG","MOG_3J3WE"
"1197","XP_003897331","RNF39",21.5684851398894,0.0468160839283967,0.0957183485191462,0.489102503884427,0.62476912887414,0.727417190974804,FALSE,"3JFR0","RNF39","RNF39_3JFR0"
"1200","XP_003897345","GNL1",702.157334699025,0.138939811615842,0.0307887829745365,4.51267631236838,6.40146803385004e-06,1.81317914194741e-05,TRUE,"3J5MW","GNL1","GNL1_3J5MW"
"1205","XP_003897361","IER3",3297.83385807047,-4.52759385957372,0.125338967000276,-36.1227953918254,9.95109665169724e-286,1.39619739609578e-283,TRUE,"3JGIQ","IER3","IER3_3JGIQ"
"1209","XP_003897469","PSMB9",2792.31160761052,-0.970508641515544,0.0437985766775647,-22.1584516012977,8.64732227380349e-109,2.4180062236197e-107,TRUE,"3J56K","PSMB9","PSMB9_3J56K"
"1212","XP_003897490","RPS18",16167.550575397,-0.0537484614287988,0.0382385517119471,-1.40560923524742,0.159840192172541,0.244188065310923,FALSE,"3J212","RPS18","RPS18_3J212"
"1217","XP_003897511","LOC101001617",103.001812731414,-0.126960828238681,0.0518616708544255,-2.44806667712378,0.014362507391557,0.0281236783764402,TRUE,"3JGNC","UQCC2","UQCC2_3JGNC"
"1219","XP_003897518","NUDT3",2120.6917515146,0.477387402923876,0.0325367847528647,14.6722365639354,9.70912134291175e-49,1.10119810875478e-47,TRUE,"3J9SS","NUDT3","NUDT3_3J9SS"
"1223","XP_003897540","DEF6",1191.24585832564,0.676025703309153,0.0348805646612103,19.3811570963742,1.11315702913244e-83,2.20340427044539e-82,TRUE,"3J4F9","DEF6","DEF6_3J4F9"
"1224","XP_003897545","RPL10A",440.387361343494,0.00731416571539305,0.198543668258829,0.0368390781712465,0.970613315308137,0.982060197531093,FALSE,"3J9NB","RPL10A","RPL10A_3J9NB"
"1236","XP_003897591","PPIL1",130.979570497973,-0.316130886022068,0.0533835261766486,-5.9218809371261,3.18280032200592e-09,1.1235186218808e-08,TRUE,"3J2F0","PPIL1","PPIL1_3J2F0"
"1238","XP_003897598","PIM1",2350.83399687834,-0.729429856525427,0.059559741330049,-12.247028617591,1.74264486235726e-34,1.45639682049563e-33,TRUE,"3J7W7","PIM1","PIM1_3J7W7"
"1241","XP_003897612","GLP1R",1.8548438933009,-0.431892950243996,0.359273148244799,-1.20212977884369,0.229313250448099,0.331469586672812,FALSE,"3J4BY","GLP1R","GLP1R_3J4BY"
"1242","XP_003897613","KCNK5",62.8527650629453,0.327060359756198,0.0808455401045516,4.04549662644636,5.22123176417087e-05,0.000137260906027779,TRUE,"3J7M2","KCNK5","KCNK5_3J7M2"
"1243","XP_003897628","APOBEC2",13.2735089226581,-0.0439774139727021,0.11858642344596,-0.370846954438612,0.710751526437752,0.797405710658197,FALSE,"3J2JG","APOBEC2","APOBEC2_3J2JG"
"1245","XP_003897653","TBCC",461.314300860554,0.187290256928059,0.0302001023866139,6.20164311135165,5.58766760820293e-10,2.05706201251515e-09,TRUE,"3JCE8","TBCC","TBCC_3JCE8"
"1250","XP_003897676","SRF",688.717279721322,0.279854087262121,0.0338137141828321,8.27634863620536,1.27009778189245e-16,6.31659138734338e-16,TRUE,"3JD21","SRF","SRF_3JD21"
"1256","XP_003897695","POLR1C",124.445083744101,-0.437894998372772,0.0451192664863492,-9.70527742301078,2.86296396361764e-22,1.72486528063167e-21,TRUE,"3J91B","POLR1C","POLR1C_3J91B"
"1260","XP_003897720","TCTE1",1.59178978168093,1.18352768754957,0.36101134862525,3.27836698778724,0.00104409557499193,0.00240569625721672,TRUE,"3JEI9","TCTE1","TCTE1_3JEI9"
"1261","XP_003897721","NFKBIE",1400.93162301071,-2.50545538506762,0.0717325281996483,-34.9277440507096,2.81983038074187e-267,3.37982885635453e-265,TRUE,"3J1Y9","NFKBIE","NFKBIE_3J1Y9"
"1264","XP_003897748","TNFRSF21",200.763750564102,4.81247565492243,0.206473651189246,23.3079408786717,3.68304313037635e-120,1.21504764516925e-118,TRUE,"3J5TF","TNFRSF21","TNFRSF21_3J5TF"
"1267","XP_003897763","RHAG",1.35167296169401,-0.0818535872150516,0.351814332212825,-0.232661320817184,0.816024406517383,0.877895184892545,FALSE,"3JBSY","RHAG","RHAG_3JBSY"
"1269","XP_003897779","MCM3",229.005520097736,-0.366855676132053,0.0340193592927809,-10.7837326674727,4.10867450725923e-27,2.85631315497368e-26,TRUE,"3J8VU","MCM3","MCM3_3J8VU"
"1271","XP_003897784","TRAM2",338.443806287116,0.533687410265186,0.0467451561283493,11.4169564178976,3.44073420750592e-30,2.57429085060951e-29,TRUE,"3JARP","TRAM2","TRAM2_3JARP"
"1279","XP_003897818","BAG2",33.28192468211,-0.331235438614778,0.0764228642213089,-4.33424528104012,1.46261028233408e-05,4.03122029746156e-05,TRUE,"3J9SM","BAG2","BAG2_3J9SM"
"1283","XP_003897845","B3GAT2",45.2498863484197,0.0390376834523882,0.0617191016767443,0.632505697455697,0.527056486691674,0.64172288517457,FALSE,"3JAED","B3GAT2","B3GAT2_3JAED"
"1284","XP_003897860","CD109",28.2100683454489,0.147531705914886,0.0969419488198112,1.52185620065372,0.128045115846929,0.201952793968191,FALSE,"3J5SZ","CD109","CD109_3J5SZ"
"1285","XP_003897862","LOC101019499",479.549809013162,-0.203926851439138,0.0394172361796129,-5.1735451595313,2.29693574525961e-07,7.22586539118073e-07,TRUE,"3JHYP","-","-_3JHYP"
"1289","XP_003897882","SH3BGRL2",3.94119121377909,-0.0182964007182994,0.221607883970671,-0.0825620478408652,0.9341997796402,0.959140386904374,FALSE,"3JH7P","SH3BGRL2","SH3BGRL2_3JH7P"
"1294","XP_003897910","TBX18",11.8530855056657,1.04368255869336,0.156668382473057,6.66173060714941,2.7062174549612e-11,1.06586358546457e-10,TRUE,"3J65D","TBX18","TBX18_3J65D"
"1295","XP_003897912","NT5E",38.9873599743553,-0.323258901231384,0.12465672570474,-2.59319262080611,0.00950894968742103,0.0192144584839348,TRUE,"3J9T5","NT5E","NT5E_3J9T5"
"1299","XP_003897942","PNRC1",9707.20792070091,-1.63309759167644,0.0449216585230898,-36.354347665882,2.24326950844285e-289,3.24281601911386e-287,TRUE,"3J2NH","PNRC1","PNRC1_3J2NH"
"1301","XP_003897955","LYRM2",28.6801002008885,-0.270106942193915,0.0900727987597102,-2.99876262215951,0.00271078418456221,0.00594498201270483,TRUE,"3JHAS","LYRM2","LYRM2_3JHAS"
"1302","XP_003897974","MANEA",175.53307872701,-0.302085249742606,0.050028887146495,-6.03821645798431,1.55826945145339e-09,5.5815952779796e-09,TRUE,"3J6ZB","MANEA","MANEA_3J6ZB"
"1306","XP_003897981","NDUFAF4",98.7961110416291,-0.368119957924041,0.0456893437923151,-8.05702002631867,7.81768464290042e-16,3.76854110958894e-15,TRUE,"3JDXM","NDUFAF4","NDUFAF4_3JDXM"
"1318","XP_003898072","RGS17",1.01293537576808,-0.955807670501833,0.55295723828389,-1.72853812976243,0.083891791093212,0.139377355433316,FALSE,"3J6WW","RGS17","RGS17_3J6WW"
"1319","XP_003898076","MYCT1",7.805577611785,0.540785449825122,0.167937490776434,3.22015916353686,0.00128119442144851,0.00292291241897561,TRUE,"3JCRE","MYCT1","MYCT1_3JCRE"
"1320","XP_003898081","ARMT1",335.273267902273,0.268237299967638,0.0460368203860284,5.82658180383467,5.65741419943599e-09,1.96849954026181e-08,TRUE,"3JB5K","C6orf211","C6orf211_3JB5K"
"1321","XP_003898082","AKAP12",126.419112931776,-0.11936504299774,0.0624959115775225,-1.9099656279063,0.0561376390550395,0.0976370837640952,FALSE,"3J697","AKAP12","AKAP12_3J697"
"1322","XP_003898085","MTHFD1L",121.976795161593,-0.774763240384593,0.0503209843331173,-15.3964245861285,1.7297265193233e-53,2.14882484056767e-52,TRUE,"3J3VU","MTHFD1L","MTHFD1L_3J3VU"
"1326","XP_003898109","LATS1",188.711993799891,0.127338046051047,0.0466658244924353,2.72872165950243,0.00635803440971257,0.0132135433249511,TRUE,"3J2I1","LATS1","LATS1_3J2I1"
"1327","XP_003898111","GINM1",232.730871617817,0.384259197594414,0.0358972273042807,10.7044255629345,9.70305806644759e-27,6.69087427004649e-26,TRUE,"3JB0K","GINM1","GINM1_3JB0K"
"1329","XP_003898124","RAB32",310.89491851588,0.392129859130854,0.052747900799461,7.43403724485016,1.05332291019007e-13,4.63283386572998e-13,TRUE,"3JDHQ","RAB32","RAB32_3JDHQ"
"1333","XP_003898132","SF3B5",464.418223898394,-0.215708814934727,0.0398360216259243,-5.41491861211234,6.13165899067874e-08,1.99934832871728e-07,TRUE,"3JHG1","SF3B5","SF3B5_3JHG1"
"1334","XP_003898141","LTV1",371.228773365796,-0.427716687691116,0.0355786693164693,-12.0217168294467,2.73234611815263e-33,2.21071640468713e-32,TRUE,"3J4WR","LTV1","LTV1_3J4WR"
"1339","XP_003898158","CCDC28A",205.682364563065,0.605045853701727,0.03704062524694,16.3346555212836,5.59473749492854e-60,7.7856288640044e-59,TRUE,"3JAPX","CCDC28A","CCDC28A_3JAPX"
"1342","XP_003898163","PERP",72.3301105791504,0.62883789047519,0.0746461777962971,8.42424768474059,3.63075501129773e-17,1.84022032574317e-16,TRUE,"3J84N","PERP","PERP_3J84N"
"1344","XP_003898172","SLC35D3",13.2909466604322,-0.30885898938699,0.119430679581394,-2.58609421356007,0.00970703935993717,0.0195666612704489,TRUE,"3JDCF","SLC35D3","SLC35D3_3JDCF"
"1358","XP_003898281","RNF217",13.1077377386178,1.47711173271278,0.146124144444908,10.1086082544674,5.05979229961363e-24,3.22862937213441e-23,TRUE,"3JDKN","RNF217","RNF217_3JDKN"
"1360","XP_003898286","SMPDL3A",225.992474129029,-0.281154749561637,0.0586378775222322,-4.79476340962441,1.62866931439974e-06,4.81375718550963e-06,TRUE,"3JBS0","SMPDL3A","SMPDL3A_3JBS0"
"1361","XP_003898288","HSF2",124.633809496348,0.0571485450081263,0.0445059641829055,1.28406486764928,0.199119259435573,0.294262241391406,FALSE,"3JE7A","HSF2","HSF2_3JE7A"
"1362","XP_003898292","GJA1",2.43373023645483,-1.61425882168982,0.317416049475598,-5.08562444891093,3.66418470675365e-07,1.13504069643491e-06,TRUE,"3J5I8","GJA1","GJA1_3J5I8"
"1364","XP_003898301","ASF1A",174.636229525184,0.00625021489483305,0.0404522520278451,0.154508453337301,0.877208846457394,0.919785319880488,FALSE,"3JFFF","ASF1A","ASF1A_3JFFF"
"1367","XP_003898307","NUS1",658.870504651406,-0.219897531096798,0.0332358771545258,-6.61626982415459,3.68375727222087e-11,1.44159111496328e-10,TRUE,"3JA9G","NUS1","NUS1_3JA9G"
"1371","XP_003898337","HDAC2",658.677270673861,-0.362926853689484,0.0337041598395596,-10.7680136641028,4.8740298259009e-27,3.3785341298282e-26,TRUE,"3J1YZ","HDAC2","HDAC2_3J1YZ"
"1372","XP_003898339","MARCKS",21430.9159296403,-4.58669707573453,0.117993448560758,-38.8724724269138,0,0,TRUE,"3JDS8","MARCKS","MARCKS_3JDS8"
"1375","XP_003898352","MFSD4B",58.713662364341,0.125775619828016,0.0624601613200485,2.0136934834916,0.0440417246189591,0.0783884199396621,FALSE,"3J2M1","KIAA1919","KIAA1919_3J2M1"
"1376","XP_003898354","SLC16A10",34.8073106755379,-2.9231252964744,0.24213836509399,-12.0721278321167,1.48250675075562e-33,1.20808852131954e-32,TRUE,"3J7XB","SLC16A10","SLC16A10_3J7XB"
"1378","XP_003898356","AMD1",774.97281575238,-0.000673628927133299,0.0480348324248037,-0.0140237592831792,0.988811025732879,0.993057708874974,FALSE,"3JB9T","AMD1","AMD1_3JB9T"
"1384","XP_003898380","SMPD2",113.593959039062,0.218081866076341,0.0555705703060146,3.92441295591198,8.69414873797889e-05,0.000223896389222924,TRUE,"3JCPJ","SMPD2","SMPD2_3JCPJ"
"1385","XP_003898388","SESN1",270.596430384239,0.440788692717484,0.0411017620873991,10.7243259250099,7.82555628738225e-27,5.4071601554647e-26,TRUE,"3J1KB","SESN1","SESN1_3J1KB"
"1389","XP_003898405","ACAT2",298.325184958723,-0.938340338056689,0.0607133464286772,-15.4552564345798,6.9534312538392e-54,8.68796449798705e-53,TRUE,"3JAQF","ACAT2","ACAT2_3JAQF"
"1395","XP_003898464","TCTE3",4.78794271523232,0.21825058653542,0.169841320103674,1.28502643763129,0.198783045640618,0.293929279314365,FALSE,"3J51N","TCTE3","TCTE3_3J51N"
"1396","XP_003898467","DLL1",156.328638906052,-1.39150815467009,0.0921738364814884,-15.0965632742166,1.70596217132272e-51,2.04475425680349e-50,TRUE,"3J8AF","DLL1","DLL1_3J8AF"
"1397","XP_003898471","PSMB1",806.30181659643,-0.409706722407599,0.0389652398531068,-10.5146721527221,7.39375071964539e-26,4.96776738492907e-25,TRUE,"3JDK1","PSMB1","PSMB1_3JDK1"
"1401","XP_003898480","HTRA3",1.01397875759791,1.30612773773824,0.913089620223045,1.43044856584744,0.152588317879196,0.234687681071355,FALSE,"3JAJT","HTRA3","HTRA3_3JAJT"
"1403","XP_003898490","TADA2B",912.31043846505,0.543616024847774,0.0395057249145123,13.7604366461854,4.40856163201293e-43,4.48988095844459e-42,TRUE,"3JCB9","TADA2B","TADA2B_3JCB9"
