"","PigProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"1601","NP_999496","HADH",1478.29284855514,-0.144911510248955,0.0494096050058094,-2.93286113564188,0.00335854072145455,0.0150631081095521,TRUE,"3J49A","HADH","HADH_3J49A"
"1602","NP_999497","RACK1",21725.6641872096,0.0855698041509877,0.0504160190430152,1.69727411595071,0.0896448484817083,0.224789492966504,FALSE,"3J3CQ","GNB2L1","GNB2L1_3J3CQ"
"1603","NP_999498","RPN1",2455.19362224514,-0.0249497133563654,0.0407182791915527,-0.612739876334003,0.540048351167655,0.746041440841485,FALSE,"3J428","RPN1","RPN1_3J428"
"1605","NP_999504","DNAJA4",108.38095837688,-0.027214587870104,0.120998286256992,-0.224917134878275,0.822043739086823,0.917843713043529,FALSE,"3J2FQ","DNAJA4","DNAJA4_3J2FQ"
"1609","NP_999512","SLC15A1",0.620815732678055,0.267754900493706,2.07478490711978,0.129051883679549,0.897316594795828,NA,FALSE,"3J96Q","SLC15A1","SLC15A1_3J96Q"
"1612","NP_999522","CD180",472.545314695957,-0.304280923472223,0.0678977487689893,-4.48145820721519,7.41347517852295e-06,6.28010427114101e-05,TRUE,"3JESR","CD180","CD180_3JESR"
"1613","NP_999523","SAT1",10457.0634035996,0.102724772940839,0.0494924441402429,2.07556475994104,0.0379342235467102,0.113232461605342,FALSE,"3J9IU","SAT1","SAT1_3J9IU"
"1629","NP_999565","ADRA2A",3.95895222395239,0.731870008649503,0.56762597726359,1.28935256306926,0.197275544994722,NA,FALSE,"3J4T2","ADRA2A","ADRA2A_3J4T2"
"1634","NP_999573","PRDX6",1216.96590847441,-0.0188519654209037,0.0694730467659758,-0.271356537513141,0.786116826361227,0.898549358585322,FALSE,"3J4RN","PRDX6","PRDX6_3J4RN"
"1638","NP_999580","IL21",0.501823336624113,1.38051062806634,1.89803017984499,0.7273386075342,0.467018552951484,NA,FALSE,"3JGQC","IL21","IL21_3JGQC"
"1641","NP_999593","CYP17A1",3.45046509651063,0.0188967957546489,0.733627776206436,0.0257580156688772,0.979450349370521,NA,FALSE,"3JFEA","CYP17A1","CYP17A1_3JFEA"
"1645","NP_999606","HYAL1",3.9786197919475,-0.93368165257438,0.656016754147273,-1.42325885226519,0.154661130544262,NA,FALSE,"3JBN9","HYAL1","HYAL1_3JBN9"
"1653","XP_001924231","FAM206A",278.628408083551,-0.128835509350042,0.0852440823657472,-1.51137188382488,0.130693728645137,0.296111241962465,FALSE,"3JA7Q","FAM206A","FAM206A_3JA7Q"
"1658","XP_001924308","BRI3BP",331.012272812079,-0.127620211642097,0.107380035498078,-1.18849105469314,0.234640001986809,0.447384116439086,FALSE,"3J5VV","BRI3BP","BRI3BP_3J5VV"
"1660","XP_001924355","FAM170B",1.40612646403252,-0.842007594877582,1.07401671621634,-0.78397997178656,0.433051862389278,NA,FALSE,"3JBVJ","FAM170B","FAM170B_3JBVJ"
"1661","XP_001924368","ME1",15.2730153116702,-0.20066340071718,0.309927977942073,-0.647451714587333,0.517339635334617,0.731140781845917,FALSE,"3J7UD","ME1","ME1_3J7UD"
"1663","XP_001924387","IGFBPL1",1.28859179885174,-0.478257208333991,1.09302240739845,-0.437554806833568,0.661709038061473,NA,FALSE,"3J3IH","IGFBPL1","IGFBPL1_3J3IH"
"1664","XP_001924391","WDR11",1341.50628928762,-0.116307323310827,0.053854825780346,-2.15964533587393,0.0308001359531979,0.0957334887042283,FALSE,"3J8K1","WDR11","WDR11_3J8K1"
"1669","XP_001924429","ELP1",753.655202089906,-0.0455526123283436,0.0666293758252006,-0.683671605266856,0.494182557496879,0.713303605199175,FALSE,"3J7KX","IKBKAP","IKBKAP_3J7KX"
"1670","XP_001924435","TAOK3",1117.97240074745,0.00697371100149053,0.066367198808818,0.105077675819639,0.916314173339392,0.964419254246969,FALSE,"3J3RP","TAOK3","TAOK3_3J3RP"
"1672","XP_001924449","CEBPE",6.18396724384191,-3.13618130579121,0.643649980771926,-4.87249498870489,1.10197652258479e-06,1.08050697998961e-05,TRUE,"3J5A8","CEBPE","CEBPE_3J5A8"
"1677","XP_001924544","CABLES2",491.938309441479,0.0292190670045678,0.0743020347881929,0.393247198247805,0.694136912748273,0.845784164290693,FALSE,"3J64K","CABLES2","CABLES2_3J64K"
"1679","XP_001924560","RBFA",291.261575649311,-0.306405600853413,0.0765828310753082,-4.00096988517058,6.30833867177565e-05,0.000444187231032457,TRUE,"3JEZC","RBFA","RBFA_3JEZC"
"1680","XP_001924566","FAM89A",616.234354497333,-0.278045412467962,0.0688413126635811,-4.03893246235346,5.36950216095823e-05,0.000382501362706089,TRUE,"3JABI","FAM89A","FAM89A_3JABI"
"1684","XP_001924615","C1H15orf61",58.060914131812,-0.339194643847501,0.156262093846985,-2.17067770882199,0.0299555433657625,0.0935857032344395,FALSE,"3J5HQ","C15orf61","C15orf61_3J5HQ"
"1691","XP_001924715","TDRD7",351.117643082868,0.321138013111605,0.100591861172156,3.19248505166833,0.00141054245445677,0.0071199008329843,TRUE,"3J8M9","TDRD7","TDRD7_3J8M9"
"1695","XP_001924765","GNB5",37.8135500847738,-0.171280146538945,0.181523924766421,-0.943567889242936,0.34539050772402,0.577886383473523,FALSE,"3J3WZ","GNB5","GNB5_3J3WZ"
"1701","XP_001924810","SARAF",1771.10064532793,0.0107845524914608,0.0476919020564106,0.226129636823977,0.821100594669168,0.917346424310829,FALSE,"3JF3W","SARAF","SARAF_3JF3W"
"1703","XP_001924843","MRPS26",315.286877569738,-0.149755575416074,0.0824587279999915,-1.81612764407535,0.0693507940525466,0.184413013923083,FALSE,"3JF1F","MRPS26","MRPS26_3JF1F"
"1704","XP_001924848","MCM3",317.486496354428,-0.0262151047897131,0.0755334145482517,-0.347066327485653,0.728541489777769,0.866455600572521,FALSE,"3J8VU","MCM3","MCM3_3J8VU"
"1705","XP_001924850","LOC100151899",0.361598922996546,0.691432348744399,2.70875388821585,0.255258461003934,0.798523480738211,NA,FALSE,"3JFIJ","OR6J1","OR6J1_3JFIJ"
"1712","XP_001924955","HSPA13",921.493541220888,0.761362823568821,0.110561874713955,6.88630529772235,5.72600380052097e-12,1.12159989484143e-10,TRUE,"3J76Q","HSPA13","HSPA13_3J76Q"
"1714","XP_001924985","LOC100154105",42.6701723629567,-0.0719203186225721,0.175184395034757,-0.410540668352926,0.681409377045654,0.838221131866283,FALSE,"3JC2M","KBTBD6","KBTBD6_3JC2M"
"1715","XP_001925015","EXT1",399.744982430214,0.767527109413948,0.119164996199912,6.44087721973609,1.18784937883803e-10,2.0165072887916e-09,TRUE,"3J92Y","EXT1","EXT1_3J92Y"
"1717","XP_001925025","ATG14",425.892278201132,-0.107419426960701,0.0822250189306486,-1.30640805387108,0.191413828435079,0.388036041698061,FALSE,"3J4Y5","ATG14","ATG14_3J4Y5"
"1718","XP_001925033","SSB",3866.82175808068,0.218334665756752,0.0390230266887811,5.59502130621565,2.20594677796368e-08,2.78782651695099e-07,TRUE,"3J8UF","SSB","SSB_3J8UF"
"1719","XP_001925035","ISM1",13.6433091728973,0.00571588803987484,0.324064202130753,0.0176381346729825,0.985927534333094,0.994353452618845,FALSE,"3JBJ4","ISM1","ISM1_3JBJ4"
"1720","XP_001925060","TM7SF3",811.056074269129,-0.00712470503331956,0.0562574943186308,-0.126644549665982,0.899221735265716,0.956579500272377,FALSE,"3JEUE","TM7SF3","TM7SF3_3JEUE"
"1725","XP_001925115","PPA1",302.308680381735,1.7104290162868,0.258461690324672,6.61772742466478,3.64762795462114e-11,6.5438675640159e-10,TRUE,"3JAHK","PPA1","PPA1_3JAHK"
"1730","XP_001925155","DNAJC15",98.6865510874262,0.144646411501705,0.121604326537582,1.18948408843826,0.234249228690046,0.446988713866555,FALSE,"3JGQ1","DNAJC15","DNAJC15_3JGQ1"
"1733","XP_001925199","MMP17",20.699743129565,0.193352807308643,0.252940258289852,0.764420850266841,0.444616487448396,0.671864710661448,FALSE,"3J8M5","MMP17","MMP17_3J8M5"
"1746","XP_001925325","SMPD2",341.646616834537,-0.240262060049952,0.0844504472392085,-2.84500636650747,0.00444105354114179,0.0191771233777322,TRUE,"3JCPJ","SMPD2","SMPD2_3JCPJ"
"1749","XP_001925353","HDAC2",1090.492903594,-0.0425379624876729,0.0572726365525742,-0.742727505632197,0.457646673474937,0.683059760646312,FALSE,"3J1YZ","HDAC2","HDAC2_3J1YZ"
"1759","XP_001925420","EFHD1",7.26001893644615,0.0389426096374239,0.436368874145497,0.0892424092201394,0.928889262130515,0.970173229336316,FALSE,"3J8ZK","EFHD1","EFHD1_3J8ZK"
"1764","XP_001925485","NOP10",1160.40696544806,0.0485614742858737,0.0572189298083173,0.848695955142014,0.396050497525047,0.627509058160738,FALSE,"3JHU2","NOP10","NOP10_3JHU2"
"1766","XP_001925512","NDUFAF4",56.4455486407807,-0.116367633689503,0.163293063720604,-0.712630598251307,0.476074372423191,0.697792514425435,FALSE,"3JDXM","NDUFAF4","NDUFAF4_3JDXM"
"1770","XP_001925540","LZTS1",959.067469997969,-0.0933355572302848,0.0827764852411376,-1.12756125073911,0.259505259176669,0.478422040510743,FALSE,"3J703","-","-_3J703"
"1773","XP_001925594","MB21D2",114.167339776593,0.747600896130988,0.163554129299316,4.57096925240465,4.8547351806159e-06,4.27602668644749e-05,TRUE,"3J39K","MB21D2","MB21D2_3J39K"
"1778","XP_001925665","TSC22D2",595.86417447643,0.0932177198776921,0.066978537649762,1.39175507780026,0.163996577446595,0.348304661475046,FALSE,"3J1QK","TSC22D2","TSC22D2_3J1QK"
"1779","XP_001925666","SLC29A3",218.778895659079,-0.556021262262024,0.131900370733825,-4.21546398367656,2.49265172614101e-05,0.00018951484447278,TRUE,"3J9Q3","SLC29A3","SLC29A3_3J9Q3"
"1781","XP_001925694","REEP3",447.336867243704,0.00525146310068,0.073252038141119,0.0716903342752474,0.942848348501282,0.975403191909882,FALSE,"3JCV3","REEP3","REEP3_3JCV3"
"1787","XP_001925729","TNFSF11",362.522794849891,-3.64154405744747,0.173254365605308,-21.0184836885628,4.44405093351027e-98,9.47749412207734e-95,TRUE,"3J77T","TNFSF11","TNFSF11_3J77T"
"1791","XP_001925756","FAM124A",20.9806563542575,0.391020935328117,0.242390602332927,1.61318521248214,0.106704275153571,0.255937247068054,FALSE,"3JCJ2","FAM124A","FAM124A_3JCJ2"
"1795","XP_001925809","CITED2",720.496490141307,-0.630935218899056,0.0866509179036275,-7.28134489701283,3.30508496826553e-13,7.42925621127513e-12,TRUE,"3JAHU","CITED2","CITED2_3JAHU"
"1802","XP_001925937","PSMD1",1402.26397508676,0.139826838624486,0.0522034074249211,2.67850022674448,0.00739526820923376,0.0294584802516314,TRUE,"3JCS4","PSMD1","PSMD1_3JCS4"
"1816","XP_001926103","ESF1",639.619706176978,0.212055732000116,0.0734707955388077,2.88625882495184,0.0038985140810883,0.0171159415176139,TRUE,"3JFC7","ESF1","ESF1_3JFC7"
"1824","XP_001926196","ZFYVE1",1276.2184797387,-0.292779455997468,0.0545850923928267,-5.36372557346708,8.15227311343152e-08,9.57892090828203e-07,TRUE,"3J8G6","ZFYVE1","ZFYVE1_3J8G6"
"1829","XP_001926235","PAK1IP1",333.095718161362,0.248831704391039,0.0743296011988975,3.34767979886228,0.000814911070649961,0.00436932676818321,TRUE,"3J471","PAK1IP1","PAK1IP1_3J471"
"1832","XP_001926294","DNAL1",276.932111393196,-0.114404990828066,0.0905593291940321,-1.26331535189425,0.20647587122239,0.409388959442432,FALSE,"3J7SJ","DNAL1","DNAL1_3J7SJ"
"1833","XP_001926332","ACADSB",475.956591769481,-0.0333805745378091,0.0660256534335319,-0.505569771776864,0.613158706528211,0.797117455463186,FALSE,"3J1K7","ACADSB","ACADSB_3J1K7"
"1834","XP_001926341","ABT1",664.543361811028,0.0499025687857016,0.064537671841686,0.773231623664935,0.43938531382083,0.66782653354986,FALSE,"3J20M","-","-_3J20M"
"1838","XP_001926413","GCLM",541.567801012769,0.074597413333864,0.0734277009009741,1.01593012471502,0.309662662274373,0.537999458356729,FALSE,"3J7QV","GCLM","GCLM_3J7QV"
"1846","XP_001926508","SPTSSA",449.982113293176,0.152821098672575,0.0832629620221177,1.8354031007446,0.0664459846331911,0.178213871887248,FALSE,"3JHTC","SPTSSA","SPTSSA_3JHTC"
"1849","XP_001926524","SF3B4",1108.49828731304,0.0145489483608749,0.0573902652020645,0.253508993374568,0.799874912395774,0.906305242007218,FALSE,"3J4NF","SF3B4","SF3B4_3J4NF"
"1855","XP_001926569","PIK3IP1",4779.69874434992,0.212260987954159,0.0497443073086708,4.26704078191397,1.98082959603613e-05,0.000154385261480002,TRUE,"3JBYH","PIK3IP1","PIK3IP1_3JBYH"
"1860","XP_001926612","NDFIP2",2361.05217349935,0.223843286278678,0.0528174760821094,4.23805344145363,2.25466107584763e-05,0.000173117788546519,TRUE,"3J322","NDFIP2","NDFIP2_3J322"
"1871","XP_001926735","ARL6IP6",750.782903193972,-0.0835015179688672,0.0551173576065612,-1.51497679850543,0.129778279847014,0.294512800275326,FALSE,"3JANV","ARL6IP6","ARL6IP6_3JANV"
"1873","XP_001926738","GGH",813.174592672785,0.112180819364496,0.0598417970186692,1.87462317232048,0.0608445829932445,0.166224088142153,FALSE,"3J74S","GGH","GGH_3J74S"
"1874","XP_001926746","TMED10",3605.21179185488,-0.0483756551050459,0.0496424437187681,-0.974481743467368,0.329817399558464,0.560962481693446,FALSE,"3J6QQ","TMED10","TMED10_3J6QQ"
"1883","XP_001926840","ZNF70",112.973137966259,-0.257192378245839,0.119999421658653,-2.14328014827807,0.0320906098934716,0.0991022846969933,FALSE,"3JFXH","ZNF70","ZNF70_3JFXH"
"1893","XP_001926966","MOXD1",53.5628908438199,0.0576173059128086,0.164537326874878,0.350177719592002,0.726205326674755,0.865580178031666,FALSE,"3J8XA","MOXD1","MOXD1_3J8XA"
"1894","XP_001926970","TOMM20",1264.19566916371,0.141203126470152,0.0521489095116597,2.70769087584815,0.00677530973331409,0.0273918387109175,TRUE,"3JC69","TOMM20","TOMM20_3JC69"
"1895","XP_001926982","SUSD6",3259.61982682656,1.00845081151055,0.0984180335481471,10.2466059842296,1.22572144284721e-24,7.63212902788914e-23,TRUE,"3J7SE","KIAA0247","KIAA0247_3J7SE"
"1896","XP_001926986","TBX18",0.476016202804505,-1.50571773918102,1.91136708217696,-0.787770048580137,0.430831223519397,NA,FALSE,"3J65D","TBX18","TBX18_3J65D"
"1897","XP_001926988","LOC100153093",0.591726215311814,-0.60194642698679,1.63986117120233,-0.367071577495458,0.713565627563056,NA,FALSE,"3J3XN","RIMBP3","RIMBP3_3J3XN"
"1900","XP_001927011","GEM",12.5811702834809,1.34437660580962,0.343986740973921,3.90822216578266,9.29777887802745e-05,0.000630232043853899,TRUE,"3J5B1","GEM","GEM_3J5B1"
"1912","XP_001927130","NT5E",24.4946228510882,0.0853722780178458,0.23405861288923,0.364747432123974,0.715299948522369,0.859781063952384,FALSE,"3J9T5","NT5E","NT5E_3J9T5"
"1913","XP_001927132","SPRY2",111.660521315169,0.198811282418053,0.14219668358669,1.3981428919673,0.162070161875147,0.345402780742798,FALSE,"3J3W8","SPRY2","SPRY2_3J3W8"
"1917","XP_001927152","RPP25",38.5889647640097,-0.0314903018530294,0.17963654642666,-0.175300084974,0.860843845004609,0.938037736451659,FALSE,"3JB2W","RPP25","RPP25_3JB2W"
"1918","XP_001927155","PRPF39",2266.17121070478,0.0616640005027729,0.048114239967817,1.28161643089487,0.199977233424757,0.400118632515513,FALSE,"3J6PA","PRPF39","PRPF39_3J6PA"
"1922","XP_001927223","ZNF365",5.80442746330765,-0.00117811167782859,0.479669212292849,-0.00245609192259213,0.998040324145305,0.998567087159457,FALSE,"3JEAP","ZNF365","ZNF365_3JEAP"
"1923","XP_001927236","ARGLU1",4564.79373822702,-0.0255015528793953,0.055635756004817,-0.458366250603071,0.646689334328814,0.81824137740907,FALSE,"3JDZU","ARGLU1","ARGLU1_3JDZU"
"1925","XP_001927281","LHFPL5",24.032753030804,0.180997092261277,0.241045993222567,0.750881978337449,0.452723687088224,0.679025830805467,FALSE,"3J834","LHFPL5","LHFPL5_3J834"
"1926","XP_001927288","DRG1",727.936594871944,0.155380607799407,0.0611930851182222,2.53918571843892,0.0111110823743273,0.0410507705250015,TRUE,"3J6X8","DRG1","DRG1_3J6X8"
"1927","XP_001927300","AKAP12",9.12237096732951,0.315311014080955,0.431254128728093,0.73114897476091,0.464688162847637,0.688232075244328,FALSE,"3J697","AKAP12","AKAP12_3J697"
"1934","XP_001927350","WHAMM",679.898917876505,-0.0139244010388993,0.0602060994362253,-0.231278909766427,0.817098130128615,0.915530904737562,FALSE,"3JBT4","WHAMM","WHAMM_3JBT4"
"1939","XP_001927371","S100A3",7.00708997740562,0.2590464450286,0.578289746343699,0.44795268577119,0.654187343729199,0.822240332353313,FALSE,"3JHIR","-","-_3JHIR"
"1945","XP_001927419","MANEA",449.409814954295,-0.05623178026788,0.0813732012483367,-0.691035616213137,0.489543159053164,0.709427999371955,FALSE,"3J6ZB","MANEA","MANEA_3J6ZB"
"1947","XP_001927451","RGS10",1018.40171982136,-0.568974943225513,0.0779275888204862,-7.30132873142273,2.84939618916069e-13,6.44742020998282e-12,TRUE,"3J2KQ","RGS10","RGS10_3J2KQ"
"1949","XP_001927459","RIPK3",627.070258585946,0.132508815477363,0.0673550512017409,1.96731816119439,0.049146542595074,0.139515667756166,FALSE,"3J9V3","RIPK3","RIPK3_3J9V3"
"1950","XP_001927460","NUFIP1",227.419465380351,0.147372566266884,0.0886031092986787,1.66328887815997,0.0962546239225116,0.237243591265815,FALSE,"3J1I7","NUFIP1","NUFIP1_3J1I7"
"1955","XP_001927515","NUDT18",138.676453297834,-0.126305904085227,0.111477417449728,-1.13301785217787,0.257206756489263,0.475479951507565,FALSE,"3J23T","NUDT18","NUDT18_3J23T"
"1956","XP_001927521","GCM1",1.56816519703435,0.0555782384803983,0.98387004678262,0.0564894100213196,0.954951931633896,NA,FALSE,"3JFQ1","GCM1","GCM1_3JFQ1"
"1958","XP_001927566","RNF139",477.090500094245,-0.116141385390939,0.0662437578656833,-1.75324270743258,0.0795603551325486,0.204856507533416,FALSE,"3J67N","RNF139","RNF139_3J67N"
"1959","XP_001927576","PDZD8",905.546052301016,0.00404722323952405,0.0775069940993041,0.0522175229030123,0.958355370723205,0.982693727566977,FALSE,"3J5EQ","PDZD8","PDZD8_3J5EQ"
"1960","XP_001927580","CD109",112.294897994483,0.0166266145926422,0.123400806282049,0.134736677122189,0.892820073437114,0.953980115294035,FALSE,"3J5SZ","CD109","CD109_3J5SZ"
"1961","XP_001927584","COPZ1",2086.57522964581,-0.0145074897887789,0.0513702092462778,-0.28241056444266,0.777628715301403,0.894074176480827,FALSE,"3J25F","COPZ1","COPZ1_3J25F"
"1962","XP_001927586","IER3",697.093799210217,3.57790821591907,0.204992065471865,17.4538863622999,3.2158830577012e-68,3.2274224027906e-65,TRUE,"3JGIQ","IER3","IER3_3JGIQ"
"1965","XP_001927607","MARCH5",1483.70320522844,0.260509536426954,0.0469160259718209,5.55267695911464,2.81327684004525e-08,3.51114236781361e-07,TRUE,"3J6T1","Mar-05","Mar-05_3J6T1"
"1966","XP_001927624","SLC25A43",86.7707040425541,-0.343274371421512,0.127101980179786,-2.70077909829531,0.00691772680935906,0.027802906264894,TRUE,"3J3CM","SLC25A43","SLC25A43_3J3CM"
"1971","XP_001927660","C1H9orf16",70.4617488015169,-0.504010289361202,0.182289426069197,-2.76489042853139,0.00569419191473955,0.0237005631269508,TRUE,"3JHAV","C9orf16","C9orf16_3JHAV"
"1975","XP_001927702","PSMG4",160.532948980526,-0.275756177189794,0.143897560541451,-1.91633670614145,0.0553222515599315,0.154292632101023,FALSE,"3JGZE","PSMG4","PSMG4_3JGZE"
"1980","XP_001927730","SLC10A1",37.1291081134565,0.203058902789137,0.199002874728802,1.02038175612218,0.307547442846651,0.53574299799946,FALSE,"3JD4A","-","-_3JD4A"
"1992","XP_001927797","MSL2",1493.47338463443,0.0937717290614107,0.0585416017166237,1.60179643726391,0.109200631162747,0.260296505858296,FALSE,"3J37R","MSL2","MSL2_3J37R"
"1999","XP_001927828","G2E3",682.867509131658,0.0878717756540725,0.0672555816798752,1.30653506310193,0.191370663242251,0.387994638808799,FALSE,"3J6EE","G2E3","G2E3_3J6EE"
"2000","XP_001927830","HSPA5",11140.0025778237,0.683028539123839,0.0782956622944781,8.72370855686613,2.6923551763853e-18,9.94248304422288e-17,TRUE,"3JA4R","HSPA5","HSPA5_3JA4R"
"2010","XP_001927883","MED12",2523.62569501455,0.188040598387399,0.0623124226654108,3.01770642745013,0.00254695508872605,0.0118725685160533,TRUE,"3J6KJ","MED12","MED12_3J6KJ"
"2019","XP_001927925","TLK1",2348.11391126214,0.0142630473872089,0.0575997372769836,0.24762347992355,0.804425742057207,0.908615068143756,FALSE,"3J7Q2","TLK1","TLK1_3J7Q2"
"2023","XP_001927944","DEK",4690.19311307472,0.183405791375903,0.0495837569194333,3.69890873081504,0.000216528440203532,0.00135765958041619,TRUE,"3J2NJ","DEK","DEK_3J2NJ"
"2027","XP_001927968","POLR3D",965.853005339414,0.87100138815055,0.103069012883726,8.45066197668101,2.89655749859748e-17,9.7857757393211e-16,TRUE,"3JF33","POLR3D","POLR3D_3JF33"
"2033","XP_001928013","TMEM79",3.17638987712004,-0.137376288765589,0.685577788416142,-0.200380308532112,0.841183158694458,NA,FALSE,"3J9EX","TMEM79","TMEM79_3J9EX"
"2034","XP_001928025","PSMA3",1595.81478320778,0.309442726286586,0.0557325181403929,5.5522832380745,2.81962242520668e-08,3.51648963424351e-07,TRUE,"3JFIP","PSMA3","PSMA3_3JFIP"
"2042","XP_001928089","SLC25A44",1011.14832820376,-0.0495232023327527,0.0672551610973336,-0.736347984671114,0.461518951035398,0.68594606007622,FALSE,"3JAVW","SLC25A44","SLC25A44_3JAVW"
"2043","XP_001928105","SNX12",958.056255051843,-0.22569672232965,0.0676102252009933,-3.33820397223488,0.000843218258490336,0.00450835058229509,TRUE,"3J8TK","SNX12","SNX12_3J8TK"
"2044","XP_001928107","NUS1",1037.79754532482,0.054481990813889,0.0657145258251271,0.829070743945881,0.407064377362904,0.638813642369287,FALSE,"3JA9G","NUS1","NUS1_3JA9G"
"2045","XP_001928108","RIPPLY3",0.724903097829781,0.0445151835077418,1.92484905266882,0.0231265841059179,0.981549300304403,NA,FALSE,"3JGTH","RIPPLY3","RIPPLY3_3JGTH"
"2049","XP_001928153","MFAP1",1602.51283453897,0.0893906653548146,0.0454687684457304,1.9659794714147,0.0493009819842671,0.139907527217828,FALSE,"3J8AP","MFAP1","MFAP1_3J8AP"
"2052","XP_001928199","NUP133",871.366558394411,0.0077397812639997,0.0615162927540184,0.125816770118907,0.899876966629852,0.956918532016449,FALSE,"3J24V","NUP133","NUP133_3J24V"
"2065","XP_001928284","TMX1",1296.69349316548,0.0879451123029963,0.0590195238000904,1.49010203133597,0.136197410173589,0.304801949599337,FALSE,"3JEZ4","TMX1","TMX1_3JEZ4"
"2068","XP_001928289","KCNK5",74.4634526142063,0.231095734221207,0.146018529015409,1.58264663929616,0.113502026881681,0.267503533724045,FALSE,"3J7M2","KCNK5","KCNK5_3J7M2"
"2070","XP_001928322","C14H12orf65",72.9381125278719,-0.145677988751922,0.143009715576895,-1.01865798532822,0.30836536548753,0.536401050222548,FALSE,"3JGMW","C12orf65","C12orf65_3JGMW"
"2071","XP_001928333","NANOS1",14.4921606582761,-0.180882742896198,0.310391234899667,-0.582757251359459,0.56005672640647,0.760213844317032,FALSE,"3J4DR","NANOS1","NANOS1_3J4DR"
"2074","XP_001928349","ATP6V1D",826.974784092754,-0.146616860658886,0.0698635716512845,-2.09861673535253,0.0358506998989673,0.108253809301407,FALSE,"3J7BZ","ATP6V1D","ATP6V1D_3J7BZ"
"2075","XP_001928351","IRF2BPL",1178.68994900065,0.0970128322569676,0.075411996925652,1.28643765199073,0.198290365029455,0.397632567016924,FALSE,"3JCHP","IRF2BPL","IRF2BPL_3JCHP"
"2076","XP_001928354","SDSL",4.92649990137528,-0.0469690699837333,0.616042748591962,-0.0762431991790937,0.939225614712435,0.974048362227825,FALSE,"3JDQ8","SDSL","SDSL_3JDQ8"
"2080","XP_001928374","EIF2S1",1328.49255688207,0.242420357486537,0.0541811543353111,4.47425604826117,7.66778136198127e-06,6.46983273079933e-05,TRUE,"3J24S","EIF2S1","EIF2S1_3J24S"
"2081","XP_001928377","EIF3A",7035.14314956025,0.105887031433083,0.0481512951853653,2.19904845810389,0.0278744768524375,0.087986392151607,FALSE,"3J9UM","EIF3A","EIF3A_3J9UM"
"2082","XP_001928380","ACAT2",717.599720982391,0.439312145144597,0.0567850311150264,7.73640757992554,1.02265260506337e-14,2.70503505348623e-13,TRUE,"3JAQF","ACAT2","ACAT2_3JAQF"
"2087","XP_001928415","TRIM35",442.549581104172,-0.110718840700064,0.0755748270234021,-1.46502274713482,0.142914711741299,0.315184578208157,FALSE,"3J1GC","TRIM35","TRIM35_3J1GC"
"2091","XP_001928452","ZDHHC22",3.43614431949136,1.11125228281009,0.655944824877067,1.69412462857429,0.0902416032304428,NA,FALSE,"3JEB7","ZDHHC22","ZDHHC22_3JEB7"
"2094","XP_001928470","PLEK2",48.0200293317104,0.780785003273836,0.187071916835888,4.17371573713437,2.99671622835094e-05,0.000223652561556848,TRUE,"3J45U","PLEK2","PLEK2_3J45U"
"2100","XP_001928510","TLL2",21.6552574368838,-0.13527870626437,0.247439979467775,-0.546713213262241,0.584575775015703,0.777387626629771,FALSE,"3J65H","TLL2","TLL2_3J65H"
"2101","XP_001928514","DR1",1258.64246441302,0.0816226668080947,0.0566651041092774,1.44043972196164,0.149743032344496,0.326154203348582,FALSE,"3J3Y5","DR1","DR1_3J3Y5"
"2104","XP_001928539","GATC",661.844123206054,0.0488474082190808,0.0605224618040893,0.807095527230856,0.419611448833679,0.650993142112265,FALSE,"3JH6Y","GATC","GATC_3JH6Y"
"2106","XP_001928542","EGLN3",320.954119866555,0.092120116240275,0.252271309874645,0.36516287280567,0.714989830683726,0.859646368902722,FALSE,"3JDKJ","EGLN3","EGLN3_3JDKJ"
"2115","XP_001928633","TBR1",4.7687279830212,0.313723971029003,0.542271261869314,0.578536966807969,0.562901647061265,0.762303567124559,FALSE,"3J4ZM","TBR1","TBR1_3J4ZM"
"2119","XP_001928662","STOX1",6.18604362437076,0.356003370711009,0.480872699312337,0.740327681775456,0.459101188159511,0.683758835278455,FALSE,"3J6D8","STOX1","STOX1_3J6D8"
"2123","XP_001928683","KIAA0907",2512.83250746525,-0.0893576458177419,0.0539569907100211,-1.65609024228154,0.0977035451005393,0.239593139792339,FALSE,"3J7EJ","KIAA0907","KIAA0907_3J7EJ"
"2135","XP_001928796","EID1",349.426327511666,-0.550170533841092,0.0786408077245436,-6.99599291716564,2.63386843279866e-12,5.34321395148369e-11,TRUE,"3J8WE","EID1","EID1_3J8WE"
"2138","XP_001928805","LRFN2",22.2496246186856,-0.0448205950251613,0.244642086712517,-0.183208848597791,0.85463415170189,0.93451498716989,FALSE,"3JAW8","LRFN2","LRFN2_3JAW8"
"2145","XP_001928841","FGF6",8.19851658088211,0.00230416065150677,0.397587640238294,0.00579535281862831,0.995376003345306,0.997129351950811,FALSE,"3J9AT","FGF6","FGF6_3J9AT"
"2146","XP_001928845","KIF1BP",456.205022408841,0.0359366752622833,0.073017540518974,0.49216496484081,0.622602729647293,0.802949971313967,FALSE,"3J64S","KIAA1279","KIAA1279_3J64S"
