"","MacProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"1079","NP_001247544","MCM6",137.997736420491,0.29056445362862,0.0799186643143443,3.63575212525753,0.000277170754534532,0.00164590157540668,TRUE,"3J46S","MCM6","MCM6_3J46S"
"1083","NP_001247549","SLC16A10",40.1966572978845,-0.158858125287913,0.148868793882637,-1.06710158082661,0.285925968076586,0.441749467321768,FALSE,"3J7XB","SLC16A10","SLC16A10_3J7XB"
"1084","NP_001247552","POLR1B",440.625616849804,-0.10282069809102,0.0595480588996681,-1.72668429485269,0.0842243777266368,0.177506646746118,FALSE,"3JFPI","POLR1B","POLR1B_3JFPI"
"1086","NP_001247554","MAGEH1",276.335557983849,0.197922658506339,0.0720219034759854,2.74808980260198,0.00599435885572114,0.0218148879141038,TRUE,"3JEHX","MAGEH1","MAGEH1_3JEHX"
"1090","NP_001247565","PSMB1",506.216916054631,0.0713627086387105,0.0755798945152867,0.944202278878238,0.345066290916195,0.502506979623445,FALSE,"3JDK1","PSMB1","PSMB1_3JDK1"
"1094","NP_001247577","JAGN1",137.964429997546,0.288005331031259,0.0883338023019504,3.26042039995939,0.00111247188277659,0.00535882508149396,TRUE,"3J8VD","JAGN1","JAGN1_3J8VD"
"1097","NP_001247588","SUPT4H1",630.142187741343,0.175296855385308,0.0818820579545463,2.14084574526226,0.0322864795728381,0.0847736461938966,FALSE,"3JGJF","SUPT4H1","SUPT4H1_3JGJF"
"1098","NP_001247596","CAPN2",935.302267789897,0.195816027414976,0.0697211742882159,2.80855894086787,0.00497637720954595,0.0186588154529929,TRUE,"3JAJC","CAPN2","CAPN2_3JAJC"
"1100","NP_001247603","FGL2",1495.33553856388,0.878387607099598,0.105134748679519,8.35487427451012,6.55024403071038e-17,3.53565427793006e-15,TRUE,"3JCDS","FGL2","FGL2_3JCDS"
"1101","NP_001247604","MAK16",28.8762807028146,0.139158875298656,0.113587869691293,1.2251209189578,0.22052966449224,0.366546986617089,FALSE,"3JFQ5","MAK16","MAK16_3JFQ5"
"1104","NP_001247614","LSM2",212.172355522457,0.149242634425181,0.123364883745899,1.20976593900565,0.226368719563787,0.373443363710861,FALSE,"3JHBS","LSM2","LSM2_3JHBS"
"1105","NP_001247615","GABARAPL1",777.480768713155,0.298346777489251,0.106156234125214,2.81044989913021,0.0049472290688117,0.0185781029252187,TRUE,"3JGR4","GABARAPL1","GABARAPL1_3JGR4"
"1106","NP_001247616","SHLD1",64.3301726437947,0.191370141691192,0.116975583126364,1.63598365211364,0.10184300887414,0.204703022129944,FALSE,"3JG89","C20orf196","C20orf196_3JG89"
"1110","NP_001247625","CD2BP2",668.597846347704,0.175531005471492,0.0427083651688523,4.10999121079702,3.95674177347816e-05,0.000309315236208345,TRUE,"3JB4G","CD2BP2","CD2BP2_3JB4G"
"1112","NP_001247627","LAP3",608.037247856751,0.292227961795582,0.139684876618923,2.09205154393925,0.0364339051011828,0.0929932465233673,FALSE,"3JBH4","LAP3","LAP3_3JBH4"
"1113","NP_001247629","ENDOD1",123.057643866368,0.125480129330764,0.110497150081548,1.13559606956523,0.256125654576055,0.408031527672498,FALSE,"3JEWC","ENDOD1","ENDOD1_3JEWC"
"1114","NP_001247632","BAG2",68.4765759627881,-0.0785128814697542,0.116370398401916,-0.674680868570969,0.49987854194503,0.645749029426622,FALSE,"3J9SM","BAG2","BAG2_3J9SM"
"1116","NP_001247636","MARCKSL1",777.364139191381,-0.937626504242822,0.130959409373457,-7.1596726705524,8.08699247074256e-13,2.791178795551e-11,TRUE,"3J1P2","MARCKSL1","MARCKSL1_3J1P2"
"1118","NP_001247641","GGH",34.6796919567693,0.262314250000551,0.106212475348887,2.46971223614647,0.0135221779052936,0.0423110773712491,TRUE,"3J74S","GGH","GGH_3J74S"
"1119","NP_001247643","JPT2",54.7886619838624,0.0497110128114399,0.0915047228536866,0.543261716566546,0.586949619038528,0.717390269861687,FALSE,"3J7DG","HN1L","HN1L_3J7DG"
"1122","NP_001247654","SLC45A3",34.2160662168523,0.458368106684139,0.124821811564326,3.67217957294204,0.00024049059368617,0.00145612761209419,TRUE,"3JB7I","SLC45A3","SLC45A3_3JB7I"
"1125","NP_001247660","DHX15",870.005080509786,-0.0739129610609135,0.0540808803788858,-1.36671149846463,0.171715752301617,0.305009662459375,FALSE,"3J57K","DHX15","DHX15_3J57K"
"1128","NP_001247669","MED9",40.5484304702993,0.286357712669369,0.101797465652759,2.81301416330111,0.0049079489355842,0.0184568703030691,TRUE,"3JGHS","MED9","MED9_3JGHS"
"1130","NP_001247674","ATXN10",319.359233823969,0.352345062223885,0.0960415536641802,3.66867307723798,0.000243812612836282,0.00147375589184816,TRUE,"3JCJB","ATXN10","ATXN10_3JCJB"
"1132","NP_001247682","PHF13",131.680690121263,-0.0757876575361121,0.107975399324499,-0.701897450810507,0.482743118800051,0.631450868484463,FALSE,"3JD0S","PHF13","PHF13_3JD0S"
"1133","NP_001247683","NDUFAF4",68.0033336900846,0.224511763841039,0.127289173502309,1.76379308360397,0.0777668223927329,0.167202161712318,FALSE,"3JDXM","NDUFAF4","NDUFAF4_3JDXM"
"1134","NP_001247687","FARSA",116.917746114371,0.252221370134289,0.0827890846060292,3.04655343557115,0.00231481330468072,0.0098956201157024,TRUE,"3JEC7","FARSA","FARSA_3JEC7"
"1136","NP_001247693","TM2D2",94.5453875746706,0.0569464783004874,0.0660463359356312,0.862220098871004,0.3885664115367,0.546933111176057,FALSE,"3J6A3","TM2D2","TM2D2_3J6A3"
"1139","NP_001247700","RBBP9",25.8630679082502,0.216367356589735,0.132468179706366,1.63335343679776,0.102394684089538,0.205581645496074,FALSE,"3JBPX","RBBP9","RBBP9_3JBPX"
"1140","NP_001247704","HP",13.4088046773074,-1.22924246471112,0.249328176354334,-4.93021880914165,8.21375655968749e-07,1.00912535667992e-05,TRUE,"3JBDS","HP","HP_3JBDS"
"1142","NP_001247707","SORD",17.4529625573759,0.117090846746798,0.139759029024958,0.83780523922993,0.402140095768959,0.559344564878331,FALSE,"3J9VR","SORD","SORD_3J9VR"
"1143","NP_001247708","UBIAD1",96.8233370823694,0.0751395464589653,0.0916930880408628,0.819467945342614,0.412519483175792,0.56885850359566,FALSE,"3J7YC","UBIAD1","UBIAD1_3J7YC"
"1144","NP_001247718","FABP5",165.954919839982,0.335423502319105,0.139507908632971,2.4043332425086,0.0162019963056844,0.0488509582018096,TRUE,"3JGMM","FABP5","FABP5_3JGMM"
"1152","NP_001247752","OMG",9.82633692193432,-0.144729601542981,0.187796846767127,-0.770671095039467,0.44090190901409,0.595453967168524,FALSE,"3J5WY","OMG","OMG_3J5WY"
"1154","NP_001247757","DPM2",115.52251713263,0.277365389112138,0.0880094866761304,3.15153967586274,0.00162412095671388,0.00737999512419146,TRUE,"3JHSM","DPM2","DPM2_3JHSM"
"1155","NP_001247758","SNRPD1",234.246316002234,0.0573733630910265,0.0851399035516485,0.673871600714488,0.500392948733756,0.6461396328844,FALSE,"3JGFE","Snrpd1","Snrpd1_3JGFE"
"1158","NP_001247765","PPM1D",736.315517123239,0.337460201777003,0.119676316849528,2.81977429336583,0.00480574389151545,0.0181358517945625,TRUE,"3J843","PPM1D","PPM1D_3J843"
"1160","NP_001247769","C1GALT1C1",133.538752350719,0.380487821967662,0.117940073217034,3.22611146143249,0.00125484478413257,0.00593317060721472,TRUE,"3JG15","C1GALT1C1","C1GALT1C1_3JG15"
"1161","NP_001247772","ABITRAM",39.9250209074705,0.205203646765186,0.0998408367444034,2.05530776239902,0.0398492880478633,0.0997250890874775,FALSE,"3JA7Q","FAM206A","FAM206A_3JA7Q"
"1162","NP_001247773","SMG5",1268.84649261407,0.0395646407280514,0.0342928765490051,1.15372767494476,0.248611834022813,0.399399751555223,FALSE,"3JC8U","SMG5","SMG5_3JC8U"
"1166","NP_001247785","PSMD3",448.704585339723,0.0522777117312051,0.055542893437712,0.941213330735668,0.346595546601786,0.503924140090641,FALSE,"3J6VF","PSMD3","PSMD3_3J6VF"
"1170","NP_001247801","DDX23",1032.66692547413,0.10114789528169,0.0403717367370157,2.50541352581819,0.0122308302030846,0.0390071657165456,TRUE,"3JBMF","DDX23","DDX23_3JBMF"
"1171","NP_001247803","GADD45B",2801.85556767672,-1.88385543210515,0.0967987388945981,-19.4615699916962,2.32550773510601e-84,2.78247000505434e-81,TRUE,"3JETU","GADD45B","GADD45B_3JETU"
"1173","NP_001247811","STOML2",318.240536063774,0.134011808701693,0.0619079763568135,2.16469373718987,0.0304111470181459,0.0808399004356713,FALSE,"3J29J","STOML2","STOML2_3J29J"
"1174","NP_001247813","SF3B6",571.813035403182,0.17524073340511,0.0739639096257121,2.36927353207666,0.0178230665692121,0.0527201462300675,FALSE,"3JGE3","SF3B6","SF3B6_3JGE3"
"1177","NP_001247819","NUDT16",25.7448819874386,0.366266788127401,0.137804695819777,2.65786870286634,0.0078636522095702,0.0271345874648059,TRUE,"3J966","NUDT16","NUDT16_3J966"
"1178","NP_001247825","PSMA3",212.351443795281,-0.0383762042448085,0.0914537014009493,-0.419624396355052,0.674759863316422,0.785232786310357,FALSE,"3JFIP","PSMA3","PSMA3_3JFIP"
"1181","NP_001247831","KCTD9",196.939193918525,0.0142854027547035,0.059516412132953,0.240024595615601,0.810311189322155,0.882271868371817,FALSE,"3J4ZG","KCTD9","KCTD9_3J4ZG"
"1183","NP_001247837","EMILIN1",82.1684349920299,0.0483475910630102,0.0956183511327008,0.505630880372666,0.613115799083692,0.738723074957508,FALSE,"3J72I","EMILIN1","EMILIN1_3J72I"
"1185","NP_001247841","STARD7",451.619220975303,0.371912026786495,0.0807299841582747,4.60686361658817,4.08787923314868e-06,4.22257338342078e-05,TRUE,"3J88F","STARD7","STARD7_3J88F"
"1189","NP_001247849","MRPL20",129.464977769189,0.254332139798789,0.0905262954607353,2.80948357054004,0.0049621051751158,0.0186150251099928,TRUE,"3J79B","MRPL20","MRPL20_3J79B"
"1193","NP_001247856","GTF2E2",279.628445078069,0.341741528519084,0.0809599470610524,4.22111847802191,2.43093118965849e-05,0.000199599561691479,TRUE,"3J7UT","GTF2E2","GTF2E2_3J7UT"
"1195","NP_001247858","CDR2",467.256907588416,-0.072702560129935,0.119625485094523,-0.607751434173816,0.543352344327593,0.681853958857609,FALSE,"3J48X","CDR2","CDR2_3J48X"
"1196","NP_001247860","VCPIP1",1580.46963153542,0.121408838762953,0.0554214023684797,2.19064898350538,0.0284772035465532,0.0766929514545601,FALSE,"3J5WU","VCPIP1","VCPIP1_3J5WU"
"1197","NP_001247862","PRDX1",611.17155645488,0.256768932467208,0.127115030097852,2.01997302970034,0.0433861851639088,0.106789516557155,FALSE,"3JDI9","PRDX1","PRDX1_3JDI9"
"1201","NP_001247874","NICN1",179.856376102847,-0.0631487827456606,0.0739364396022036,-0.854095532398054,0.393052059120093,0.551234780823339,FALSE,"3JC6T","NICN1","NICN1_3JC6T"
"1202","NP_001247876","IREB2",717.248642903796,0.0349545588558735,0.0615840188924572,0.567591389527758,0.570312455185638,0.704532485220437,FALSE,"3JFYD","IREB2","IREB2_3JFYD"
"1203","NP_001247878","HSPB1",12845.4239806367,0.010497389298031,0.334785346555402,0.0313555817362928,0.974985964356785,0.985649301274506,FALSE,"3J284","HSPB1","HSPB1_3J284"
"1204","NP_001247880","MRPL10",275.168887048606,0.434941449351709,0.0842209353430235,5.16429136746387,2.41351501529978e-07,3.39515825503014e-06,TRUE,"3J8JW","MRPL10","MRPL10_3J8JW"
"1206","NP_001247893","SDC2",24.7593175883571,1.43104269015644,0.212115640658708,6.7465213112642,1.51431833894892e-11,4.49846538840591e-10,TRUE,"3JAH7","SDC2","SDC2_3JAH7"
"1209","NP_001247901","SERINC3",510.596511169996,0.257374638248144,0.0793881746645875,3.24197702410395,0.00118703591906393,0.00566353402500664,TRUE,"3J2NM","SERINC3","SERINC3_3J2NM"
"1210","NP_001247902","GTF3C4",280.132052952687,-0.157019114541805,0.0807975370018236,-1.94336511196202,0.0519720594756703,0.122678895761455,FALSE,"3JAAQ","GTF3C4","GTF3C4_3JAAQ"
"1217","NP_001247926","NDUFB6",127.393603936629,0.164814011539929,0.0809078545192466,2.03705823766125,0.0416442062893337,0.103327037044188,FALSE,"3JGY9","NDUFB6","NDUFB6_3JGY9"
"1218","NP_001247927","NQO1",36.4649700261213,-0.805798649216469,0.172305619898123,-4.67656626459952,2.91718363348926e-06,3.12729636209349e-05,TRUE,"3JCXG","NQO1","NQO1_3JCXG"
"1220","NP_001247932","ZNHIT1",337.780608927313,0.337397603630092,0.0732009891730745,4.60919459479376,4.04231852521683e-06,4.18756200469432e-05,TRUE,"3J3F8","ZNHIT1","ZNHIT1_3J3F8"
"1221","NP_001247936","ISCA2",37.4846274129828,0.5485967756092,0.122874739549021,4.46468312057204,8.01873409873283e-06,7.61461535645542e-05,TRUE,"3JGHI","ISCA2","ISCA2_3JGHI"
"1222","NP_001247942","ALYREF",315.765807640215,-0.0144812994991664,0.0939758695305686,-0.154095935174676,0.877534093261788,0.92549473235432,FALSE,"3JFKX","ALYREF","ALYREF_3JFKX"
"1225","NP_001247958","GABARAP",3197.67440515732,0.226060932921854,0.0950263024366581,2.37893011855891,0.0173629672298222,0.0516215109371454,FALSE,"3JGVR","GABARAP","GABARAP_3JGVR"
"1226","NP_001247960","MXI1",1191.90907941014,0.305075674660587,0.109735290371522,2.78010541210322,0.00543412557085069,0.0200918047071951,TRUE,"3J8DX","MXI1","MXI1_3J8DX"
"1229","NP_001247963","SAP18",956.89398097162,0.100279172861679,0.0813494296365001,1.23269669264756,0.21768894624429,0.363101520698828,FALSE,"3JDJI","SAP18","SAP18_3JDJI"
"1231","NP_001247968","TIMM13",143.913805551915,0.244419473579731,0.0760382156658836,3.21442936869698,0.00130704066429587,0.00613283982286278,TRUE,"3JHG7","TIMM13","TIMM13_3JHG7"
"1232","NP_001247970","DIPK2A",474.564138509433,0.198492955475413,0.0766583134001721,2.58932067079586,0.00961654964490637,0.0320854577385513,TRUE,"3J40W","C3orf58","C3orf58_3J40W"
"1237","NP_001247980","TOMM20",796.363216801921,0.165160475122675,0.0669388311083622,2.46733431683786,0.0136123200137914,0.0425190045158846,TRUE,"3JC69","TOMM20","TOMM20_3JC69"
"1238","NP_001247981","EIF3J",342.711185649425,-0.122606560548233,0.0586722060956695,-2.08968724217244,0.0366459037804077,0.093423630411771,FALSE,"3JE5B","EIF3J","EIF3J_3JE5B"
"1241","NP_001247987","MRPS7",131.989270451728,0.439364902747628,0.0983775136829177,4.46611106846787,7.96542678263883e-06,7.5763906681962e-05,TRUE,"3J50J","MRPS7","MRPS7_3J50J"
"1243","NP_001247996","GJA1",27.1634211558155,0.0369222680304743,0.197281564315904,0.187155186844277,0.85153895965898,0.909431447692922,FALSE,"3J5I8","GJA1","GJA1_3J5I8"
"1244","NP_001248010","PRPF19",417.431610792325,0.267344606968991,0.0592201673254665,4.5144182977346,6.34907925129389e-06,6.20981470640856e-05,TRUE,"3JEMM","PRPF19","PRPF19_3JEMM"
"1250","NP_001248030","WDR82",953.987274689901,0.442971370696415,0.0736622601328667,6.01354574102689,1.81508683824697e-09,3.87428396782211e-08,TRUE,"3J3EJ","WDR82","WDR82_3J3EJ"
"1252","NP_001248039","ADSS",364.396634742463,0.355157917913507,0.0771456275163948,4.60373360548568,4.14983225327555e-06,4.28040887158983e-05,TRUE,"3JFRF","ADSS","ADSS_3JFRF"
"1253","NP_001248041","GK5",337.36192758169,-1.04149502917374,0.109904086977182,-9.4763994480931,2.63208557375057e-21,2.12311711617476e-19,TRUE,"3J90F","GK5","GK5_3J90F"
"1258","NP_001248057","ZBED4",278.035576574819,0.158616612399458,0.0620440817309892,2.55651478713455,0.0105726577335603,0.0346527666424727,TRUE,"3J8JH","ZBED4","ZBED4_3J8JH"
"1262","NP_001248062","UQCRC2",348.110464052198,0.307651879440218,0.0661886158973668,4.64810867048903,3.34992426501295e-06,3.54184187018085e-05,TRUE,"3JB6N","UQCRC2","UQCRC2_3JB6N"
"1266","NP_001248069","RND2",2.24679835072382,-0.403774228951614,0.420497054224137,-0.960230814688158,0.336939061383722,0.494356329792303,FALSE,"3JAR5","RND2","RND2_3JAR5"
"1273","NP_001248078","CCNB1",57.379505641315,-0.0323939398237147,0.10926365464585,-0.296474979980408,0.766867371630771,0.853056277197041,FALSE,"3J7XZ","CCNB1","CCNB1_3J7XZ"
"1275","NP_001248083","PIP4K2C",611.972142581233,0.103333617789494,0.0483930373993709,2.13529927738814,0.0327365719203222,0.0856992280841107,FALSE,"3J487","PIP4K2C","PIP4K2C_3J487"
"1278","NP_001248088","ARL14EP",193.236737927074,-0.0384200617431104,0.0646492422831451,-0.59428479571101,0.552321646123024,0.689225986010289,FALSE,"3J75S","ARL14EP","ARL14EP_3J75S"
"1279","NP_001248091","TMEM123",1202.48837159341,0.170876624900063,0.100250786494318,1.70449161423535,0.0882892813818879,0.183923648542972,FALSE,"3JGJ7","TMEM123","TMEM123_3JGJ7"
"1281","NP_001248093","ACO2",973.421560829936,0.0190618367268138,0.0403110951883554,0.472868242297722,0.636307183424642,0.757595655338411,FALSE,"3JBJP","ACO2","ACO2_3JBJP"
"1282","NP_001248094","GNB4",73.5972550164673,0.715735230007416,0.147299547405544,4.85904568353396,1.17952917281256e-06,1.39358571713975e-05,TRUE,"3J1HT","GNB4","GNB4_3J1HT"
"1283","NP_001248097","PTGES",47.7878847354059,-0.664652649034064,0.146157720005675,-4.54750285519135,5.42861841071952e-06,5.42282721297154e-05,TRUE,"3JGH1","PTGES","PTGES_3JGH1"
"1285","NP_001248100","HSD17B10",259.112380336954,0.144824672477034,0.0788661212573879,1.83633568087346,0.0663080257627988,0.148315454970898,FALSE,"3J98X","HSD17B10","HSD17B10_3J98X"
"1288","NP_001248129","MLF1",1.52456757987538,-0.237173225747093,0.518832280559346,-0.457128892387729,0.647578404434765,NA,FALSE,"3JC37","MLF1","MLF1_3JC37"
"1289","NP_001248130","MALSU1",60.0224967086033,0.350694527237128,0.107654522178707,3.25759215813502,0.00112361766805643,0.00540646865883183,TRUE,"3JC1V","MALSU1","MALSU1_3JC1V"
"1290","NP_001248131","TMEM203",155.745336527346,0.396527389448619,0.102074322747704,3.88469282748719,0.000102459346531004,0.000702140376786075,TRUE,"3JGMZ","TMEM203","TMEM203_3JGMZ"
"1293","NP_001248138","HADH",225.228412653161,0.49096413806808,0.094531403766461,5.19366177276921,2.06197604479534e-07,2.94292763928146e-06,TRUE,"3J49A","HADH","HADH_3J49A"
"1294","NP_001248144","BCL10",509.823435929485,-0.299444218304617,0.0727931747879726,-4.11363042176439,3.89484824125502e-05,0.000305252352881766,TRUE,"3J6Z9","BCL10","BCL10_3J6Z9"
"1295","NP_001248148","PRELID1",1190.86175693968,-0.77099219179498,0.116663499979718,-6.60868388081122,3.87751702903325e-11,1.09593286422951e-09,TRUE,"3J3TN","PRELID1","PRELID1_3J3TN"
"1297","NP_001248154","NUDT1",82.8525760324558,-0.0929296436340053,0.0624649862575015,-1.48770774159652,0.136827985086651,0.257053760887229,FALSE,"3J7W4","NUDT1","NUDT1_3J7W4"
"1298","NP_001248158","RIMKLA",7.00191453147691,-0.2541615873417,0.26938290412123,-0.943495609607505,0.345427459916725,0.502749875657338,FALSE,"3J5BS","RIMKLA","RIMKLA_3J5BS"
"1299","NP_001248160","TEX261",574.048202223049,0.192606977804296,0.0630899316244345,3.05289564982981,0.00226644736188523,0.00971972856091641,TRUE,"3J6J7","TEX261","TEX261_3J6J7"
"1300","NP_001248161","SF3B4",498.546326507848,0.0261894370254762,0.112188249164195,0.233441890934105,0.8154182873154,0.88543215015583,FALSE,"3J4NF","SF3B4","SF3B4_3J4NF"
"1301","NP_001248166","CREBL2",209.999968551543,0.123249550722799,0.0785028484371791,1.57000100221112,0.116414878117827,0.226468000182788,FALSE,"3JGYC","CREBL2","CREBL2_3JGYC"
"1304","NP_001248171","KTI12",209.065527845317,0.137612137349753,0.0683500565500047,2.01334343079989,0.0440785123379062,0.108202017965389,FALSE,"3JE5V","KTI12","KTI12_3JE5V"
"1306","NP_001248176","BRIX1",276.352041337483,-0.100305277357296,0.0989429693809332,-1.01376861827461,0.310693172902121,0.46766835789719,FALSE,"3J5E8","BRIX1","BRIX1_3J5E8"
"1309","NP_001248189","ANKH",485.784346805281,0.289848438567879,0.0495589733206203,5.8485561573827,4.95858238388886e-09,9.87909239609753e-08,TRUE,"3JDC9","ANKH","ANKH_3JDC9"
"1311","NP_001248193","SERTAD1",912.146884345824,-0.999268881443175,0.111193449534204,-8.9867603319186,2.54625085020582e-19,1.70836774332968e-17,TRUE,"3J6Y7","SERTAD1","SERTAD1_3J6Y7"
"1314","NP_001248201","CDC5L",527.666521114418,-0.0751386766135001,0.0619372011972806,-1.21314291186924,0.225075186009745,0.371907647774427,FALSE,"3J4HN","CDC5L","CDC5L_3J4HN"
"1315","NP_001248207","BCL2A1",4810.12480692747,-2.33453979101993,0.157118920429396,-14.8584256093396,6.13500599675084e-50,2.40235680276405e-47,TRUE,"3J863","BCL2A1","BCL2A1_3J863"
"1316","NP_001248209","KLF3",1066.33439939763,0.205886654735696,0.0634836544825928,3.24314434028291,0.00118218304156679,0.00564413127160808,TRUE,"3JCM3","KLF3","KLF3_3JCM3"
"1318","NP_001248213","WSB1",1129.08449625671,-0.25224158683815,0.0959711060043101,-2.62830759527583,0.00858108835027763,0.0291453871313561,TRUE,"3JCUS","WSB1","WSB1_3JCUS"
"1319","NP_001248220","RAB13",82.0153252862727,-0.3827011870897,0.181242164349005,-2.11154610994802,0.0347253989918652,0.089738531088049,FALSE,"3J5Y2","RAB13","RAB13_3J5Y2"
"1320","NP_001248221","UQCC3",154.674792234647,0.180782685938483,0.0789824753790052,2.28889617691747,0.0220853854516751,0.0626188713102588,FALSE,"3JHX5","UQCC3","UQCC3_3JHX5"
"1324","NP_001248234","GADD45A",909.203626448158,-0.194793340612672,0.103835179456469,-1.87598597731838,0.0606572054421771,0.138313841567832,FALSE,"3J2D4","GADD45A","GADD45A_3J2D4"
"1326","NP_001248238","STC1",0.70325847708847,-0.00499495555073473,1.31205774720445,-0.00380696319302813,0.996962490181829,NA,FALSE,"3J1G0","STC1","STC1_3J1G0"
"1327","NP_001248239","ZNF397",34.8872358055005,0.212318179527565,0.123030001652302,1.72574312505987,0.0843936359328265,0.177793776742513,FALSE,"3J5UF","ZNF397","ZNF397_3J5UF"
"1334","NP_001248258","SEC22B",258.79439007076,-0.50430002570607,0.116731085320374,-4.32018621536838,1.55897589747326e-05,0.000135113335629302,TRUE,"3JCT5","SEC22B","SEC22B_3JCT5"
"1337","NP_001248261","PPT1",781.167981368184,0.69341565965806,0.113733143716257,6.09686531999857,1.08168577623954e-09,2.41412088734415e-08,TRUE,"3JD9V","PPT1","PPT1_3JD9V"
"1338","NP_001248262","LBR",2468.69599175024,0.574237518158746,0.120991956365934,4.74608011479701,2.07396593833272e-06,2.32277714060695e-05,TRUE,"3JDW9","LBR","LBR_3JDW9"
"1345","NP_001248276","CDK4",150.267192960938,0.343011521716347,0.089870757950421,3.81672002705903,0.000135237477801921,0.000888261530777667,TRUE,"3J2FB","CDK4","CDK4_3J2FB"
"1346","NP_001248283","TSNAX",161.911810856122,0.325809706628019,0.0746951780876091,4.36185728409242,1.28962985775039e-05,0.000114629625449319,TRUE,"3JC21","TSNAX","TSNAX_3JC21"
"1347","NP_001248289","CACNB4",9.3793515887963,0.012661592402924,0.205379391904623,0.0616497706293918,0.950841741060079,0.971601581992606,FALSE,"3J1UT","CACNB4","CACNB4_3J1UT"
"1348","NP_001248290","SNAP29",333.24827467553,0.262532152671278,0.042051377160855,6.24312853457901,4.28904156109736e-10,1.02980031328154e-08,TRUE,"3J2FF","SNAP29","SNAP29_3J2FF"
"1350","NP_001248294","APEX2",97.2963778418317,0.208709214388544,0.0671841915802864,3.10652267266076,0.00189301791371119,0.0083906002896888,TRUE,"3JA2C","APEX2","APEX2_3JA2C"
"1351","NP_001248297","VAMP3",421.783335913826,0.225479351941532,0.0809177241264769,2.78652612113881,0.00532763241268984,0.0197808550722207,TRUE,"3JHCB","VAMP3","VAMP3_3JHCB"
"1352","NP_001248301","MCAT",46.0452053730957,0.376764325879204,0.116933156135925,3.22204871851099,0.00127277491374028,0.00599688324594716,TRUE,"3J7TN","MCAT","MCAT_3J7TN"
"1353","NP_001248304","EFNB1",57.3006127436279,0.419201488477761,0.119322649814734,3.51317615832899,0.000442783807839901,0.00245084422242301,TRUE,"3JFWR","EFNB1","EFNB1_3JFWR"
"1354","NP_001248306","RAC2",3413.21300922878,0.128033786034901,0.0749505447557601,1.70824356850404,0.0875911573998043,0.182834879850481,FALSE,"3J48I","RAC2","RAC2_3J48I"
"1360","NP_001248413","RAB11B",529.334145605601,-0.119937715274205,0.0769274073365206,-1.55910252830354,0.11897211535237,0.2305887732491,FALSE,"3JBA6","RAB11B","RAB11B_3JBA6"
"1361","NP_001248426","POLR2B",726.541753176065,0.161969963113505,0.0537545836110165,3.0131377127868,0.00258561556310722,0.0108529336157942,TRUE,"3J285","POLR2B","POLR2B_3J285"
"1362","NP_001248428","NDUFA2",445.004123313987,-0.0578620520837299,0.0846839248281574,-0.683270788418758,0.494435749166767,0.641176705792669,FALSE,"3JHAD","NDUFA2","NDUFA2_3JHAD"
"1365","NP_001248439","SASH3",2366.28862120637,-0.204244957295052,0.0752956865910851,-2.71257181575703,0.00667633129077033,0.0237982221945226,TRUE,"3J7PR","SASH3","SASH3_3J7PR"
"1366","NP_001248440","RAB39B",11.0702427690036,0.323124820159465,0.178905094167216,1.80612420045151,0.070898941463756,0.155827176477693,FALSE,"3J8IX","RAB39B","RAB39B_3J8IX"
"1369","NP_001248444","CCS",105.404492792868,-0.117487851471317,0.0795400855192042,-1.47708983092494,0.139651559071534,0.26092440597932,FALSE,"3J95T","CCS","CCS_3J95T"
"1371","NP_001248449","VTA1",146.328818932472,0.328504996324743,0.0852275852545501,3.85444448934689,0.000115992696519284,0.00078042321303837,TRUE,"3JE64","VTA1","VTA1_3JE64"
"1372","NP_001248462","SLC2A3",1993.2902040158,0.0934329147242779,0.0835255961477988,1.11861416180674,0.263304779170786,0.416021937422141,FALSE,"3JFU0","SLC2A3","SLC2A3_3JFU0"
"1373","NP_001248463","PYGM",422.542270911283,0.0993179695079755,0.143073832029034,0.694172848378176,0.487573817878371,0.635069689485726,FALSE,"3JD7H","PYGM","PYGM_3JD7H"
"1377","NP_001248481","PSMC3",193.067950010002,0.0435055959467533,0.0711365256055372,0.611578870016767,0.540816421637109,0.679938718797548,FALSE,"3JEC4","PSMC3","PSMC3_3JEC4"
"1378","NP_001248482","OGFOD3",41.3320033105697,0.169720301047116,0.0892591266379166,1.90143358376778,0.057245244147098,0.132128477461799,FALSE,"3JC9Y","OGFOD3","OGFOD3_3JC9Y"
"1385","NP_001248500","RPF1",379.849064957726,0.388804402246566,0.0815911978699966,4.76527385792359,1.8859731621813e-06,2.12883668731124e-05,TRUE,"3J8YY","RPF1","RPF1_3J8YY"
"1386","NP_001248501","B3GALT2",1.86384335077359,-0.187835305832683,0.548519777654655,-0.342440352170752,0.732019525395166,0.82862948167958,FALSE,"3J5QW","B3GALT2","B3GALT2_3J5QW"
"1387","NP_001248503","NOP53",3988.42215303172,0.172647216893454,0.0883181981422778,1.95483173938088,0.0506029335882503,0.120184757464727,FALSE,"3JDAA","GLTSCR2","GLTSCR2_3JDAA"
"1388","NP_001248508","PTK7",83.1274688234743,0.281217786282948,0.0869758226285178,3.23328688116072,0.00122374605208063,0.00580269016372974,TRUE,"3JA92","PTK7","PTK7_3JA92"
